timeStamp,Material,TxPower,RTT,RSSI
610108,DEMO,6,2,-50
610316,DEMO,76,2,-29
610522,DEMO,70,2,-30
610727,DEMO,58,1,-36
610933,DEMO,50,2,-44
611138,DEMO,32,1,-53
611344,DEMO,26,1,-47
611551,DEMO,18,2,-43
611756,DEMO,6,1,-54
611860,DEMO,76,2,-54
611962,DEMO,70,3,-32
612147,DEMO,58,1,-41
612364,DEMO,50,2,-44
612571,DEMO,32,3,-47
612777,DEMO,26,2,-52
612984,DEMO,18,3,-44
613190,DEMO,6,2,-52
613356,DEMO,76,2,-33
613593,DEMO,70,1,-35
613801,DEMO,58,4,-38
614007,DEMO,50,1,-43
614215,DEMO,32,4,-57
614400,DEMO,26,1,-50
614493,DEMO,18,3,-50
614617,DEMO,6,3,-56
614825,DEMO,76,3,-37
615031,DEMO,70,1,-37
615237,DEMO,58,2,-43
615442,DEMO,50,1,-47
615648,DEMO,32,2,-50
615843,DEMO,26,1,-44
616049,DEMO,18,1,-49
616254,DEMO,6,1,-52
616357,DEMO,76,1,-52
616458,DEMO,70,2,-35
616664,DEMO,58,1,-43
616880,DEMO,50,1,-43
617075,DEMO,32,1,-44
617281,DEMO,26,1,-53
617486,DEMO,18,2,-41
617694,DEMO,6,3,-46
617860,DEMO,76,2,-46
618097,DEMO,70,2,-26
618302,DEMO,58,1,-43
618508,DEMO,50,1,-44
618714,DEMO,32,2,-48
618919,DEMO,26,1,-42
619127,DEMO,18,3,-43
619332,DEMO,6,1,-53
619539,DEMO,76,1,-36
619724,DEMO,70,1,-36
619940,DEMO,58,2,-41
620146,DEMO,50,2,-43
620351,DEMO,32,1,-48
620557,DEMO,26,1,-43
620762,DEMO,18,2,-42
620970,DEMO,6,3,-55
621117,DEMO,76,3,-55
621374,DEMO,70,1,-37
621580,DEMO,58,1,-42
621789,DEMO,50,5,-44
621995,DEMO,32,2,-49
622201,DEMO,26,2,-43
622406,DEMO,18,2,-43
622601,DEMO,6,2,-54
622809,DEMO,76,1,-37
623015,DEMO,70,1,-38
623220,DEMO,58,1,-42
623436,DEMO,50,1,-44
623621,DEMO,32,1,-49
623837,DEMO,26,2,-43
624043,DEMO,18,1,-43
624248,DEMO,6,1,-54
624363,DEMO,76,2,-54
624642,DEMO,70,1,-38
624857,DEMO,58,1,-42
625063,DEMO,50,1,-44
625271,DEMO,32,4,-49
625477,DEMO,26,1,-43
625684,DEMO,18,3,-43
625869,DEMO,6,1,-54
626087,DEMO,76,1,-36
626295,DEMO,70,3,-38
626501,DEMO,58,2,-42
626706,DEMO,50,1,-44
626912,DEMO,32,2,-49
627107,DEMO,26,1,-44
627313,DEMO,18,2,-43
627519,DEMO,6,1,-54
627627,DEMO,76,7,-37
627728,DEMO,70,1,-38
627934,DEMO,58,2,-42
628140,DEMO,50,2,-44
628325,DEMO,32,1,-48
628541,DEMO,26,2,-43
628747,DEMO,18,2,-43
628953,DEMO,6,1,-54
629121,DEMO,76,3,-54
629369,DEMO,70,1,-38
629574,DEMO,58,2,-42
629759,DEMO,50,2,-43
629975,DEMO,32,1,-49
630181,DEMO,26,1,-43
630387,DEMO,18,2,-42
630592,DEMO,6,1,-54
630800,DEMO,76,2,-37
631006,DEMO,70,2,-38
631212,DEMO,58,1,-42
631407,DEMO,50,1,-43
631613,DEMO,32,2,-49
631820,DEMO,26,3,-43
632025,DEMO,18,1,-43
632231,DEMO,6,1,-53
632365,DEMO,76,1,-53
632645,DEMO,70,2,-39
632851,DEMO,58,2,-42
633036,DEMO,50,2,-43
633252,DEMO,32,1,-49
633460,DEMO,26,4,-43
633665,DEMO,18,1,-43
633877,DEMO,6,7,-55
634075,DEMO,76,3,-37
634282,DEMO,70,3,-38
634488,DEMO,58,2,-43
634694,DEMO,50,1,-44
634900,DEMO,32,1,-49
635084,DEMO,26,1,-43
635300,DEMO,18,2,-43
635510,DEMO,6,6,-53
635614,DEMO,76,2,-53
635716,DEMO,70,2,-38
635921,DEMO,58,1,-41
636127,DEMO,50,1,-44
636332,DEMO,32,1,-48
636527,DEMO,26,1,-43
636733,DEMO,18,2,-44
636949,DEMO,6,1,-54
637115,DEMO,76,1,-36
637354,DEMO,70,3,-39
637563,DEMO,58,4,-42
637747,DEMO,50,1,-43
637838,DEMO,32,1,-43
637970,DEMO,26,1,-43
638167,DEMO,18,3,-43
638362,DEMO,6,2,-54
638477,DEMO,76,2,-36
638578,DEMO,70,2,-38
638784,DEMO,58,1,-42
638992,DEMO,50,5,-44
639198,DEMO,32,2,-49
639404,DEMO,26,1,-43
639600,DEMO,18,1,-42
639806,DEMO,6,2,-54
639909,DEMO,76,2,-36
640010,DEMO,70,2,-38
640215,DEMO,58,1,-42
640421,DEMO,50,1,-44
640627,DEMO,32,2,-48
640832,DEMO,26,1,-43
641042,DEMO,18,5,-43
641247,DEMO,6,1,-54
641372,DEMO,76,1,-54
641641,DEMO,70,1,-37
641867,DEMO,58,1,-42
642052,DEMO,50,2,-43
642270,DEMO,32,3,-48
642475,DEMO,26,1,-44
642684,DEMO,18,5,-43
642879,DEMO,6,1,-54
643089,DEMO,76,3,-37
643296,DEMO,70,4,-37
643485,DEMO,58,5,-42
643701,DEMO,50,2,-44
643907,DEMO,32,2,-50
644113,DEMO,26,2,-43
644318,DEMO,18,1,-43
644524,DEMO,6,1,-54
644627,DEMO,76,2,-36
644728,DEMO,70,1,-38
644935,DEMO,58,3,-42
645121,DEMO,50,2,-43
645336,DEMO,32,1,-49
645542,DEMO,26,2,-43
645748,DEMO,18,1,-43
645953,DEMO,6,1,-54
646119,DEMO,76,2,-54
646263,DEMO,70,3,-39
646365,DEMO,58,3,-43
646571,DEMO,50,1,-44
646777,DEMO,32,1,-49
646974,DEMO,26,3,-42
647179,DEMO,18,1,-43
647385,DEMO,6,1,-54
647594,DEMO,76,4,-36
647800,DEMO,70,1,-39
648005,DEMO,58,1,-42
648211,DEMO,50,1,-44
648396,DEMO,32,1,-50
648612,DEMO,26,2,-43
648817,DEMO,18,1,-44
649023,DEMO,6,1,-54
649131,DEMO,76,6,-36
649233,DEMO,70,3,-38
649439,DEMO,58,1,-42
649644,DEMO,50,2,-44
649840,DEMO,32,2,-49
650046,DEMO,26,2,-43
650257,DEMO,18,7,-44
650463,DEMO,6,3,-54
650619,DEMO,76,1,-36
650866,DEMO,70,1,-40
651071,DEMO,58,2,-42
651277,DEMO,50,2,-45
651482,DEMO,32,1,-49
651690,DEMO,26,4,-44
651896,DEMO,18,1,-43
652102,DEMO,6,2,-54
652299,DEMO,76,1,-36
652505,DEMO,70,1,-40
652710,DEMO,58,2,-42
652916,DEMO,50,1,-43
653121,DEMO,32,1,-48
653329,DEMO,26,3,-44
653534,DEMO,18,1,-43
653740,DEMO,6,2,-54
653875,DEMO,76,1,-54
654143,DEMO,70,1,-39
654349,DEMO,58,3,-42
654555,DEMO,50,2,-44
654762,DEMO,32,3,-50
654968,DEMO,26,1,-44
655174,DEMO,18,1,-44
655359,DEMO,6,2,-55
655578,DEMO,76,2,-38
655783,DEMO,70,1,-40
655991,DEMO,58,4,-43
656198,DEMO,50,2,-44
656393,DEMO,32,1,-49
656598,DEMO,26,2,-43
656804,DEMO,18,1,-44
657009,DEMO,6,1,-53
657123,DEMO,76,1,-53
657203,DEMO,70,1,-38
657419,DEMO,58,1,-42
657625,DEMO,50,1,-45
657830,DEMO,32,1,-49
658036,DEMO,26,1,-43
658241,DEMO,18,1,-42
658449,DEMO,6,4,-54
658615,DEMO,76,1,-54
658852,DEMO,70,1,-38
659057,DEMO,58,2,-42
659263,DEMO,50,2,-44
659469,DEMO,32,2,-49
659675,DEMO,26,1,-43
659880,DEMO,18,1,-44
660087,DEMO,6,3,-54
660190,DEMO,76,1,-37
660281,DEMO,70,2,-40
660497,DEMO,58,2,-42
660703,DEMO,50,1,-44
660908,DEMO,32,1,-49
661115,DEMO,26,3,-43
661301,DEMO,18,3,-44
661507,DEMO,6,2,-54
661620,DEMO,76,1,-36
661721,DEMO,70,1,-39
661927,DEMO,58,1,-43
662132,DEMO,50,2,-44
662338,DEMO,32,1,-50
662545,DEMO,26,3,-43
662750,DEMO,18,1,-43
662956,DEMO,6,1,-53
663122,DEMO,76,1,-53
663359,DEMO,70,2,-40
663565,DEMO,58,2,-42
663771,DEMO,50,2,-44
663976,DEMO,32,1,-49
664184,DEMO,26,3,-44
664390,DEMO,18,2,-44
664595,DEMO,6,1,-54
664792,DEMO,76,1,-38
664998,DEMO,70,1,-38
665203,DEMO,58,1,-42
665409,DEMO,50,1,-44
665619,DEMO,32,6,-49
665814,DEMO,26,1,-44
665906,DEMO,18,2,-44
666028,DEMO,6,2,-55
666131,DEMO,76,2,-55
666232,DEMO,70,1,-38
666428,DEMO,58,1,-42
666633,DEMO,50,1,-44
666852,DEMO,32,3,-49
667037,DEMO,26,1,-43
667253,DEMO,18,1,-43
667460,DEMO,6,4,-54
667626,DEMO,76,1,-36
667862,DEMO,70,1,-38
668068,DEMO,58,1,-42
668273,DEMO,50,1,-44
668479,DEMO,32,2,-48
668685,DEMO,26,1,-43
668891,DEMO,18,3,-42
669099,DEMO,6,3,-54
669296,DEMO,76,1,-37
669501,DEMO,70,2,-39
669707,DEMO,58,1,-42
669912,DEMO,50,1,-44
670118,DEMO,32,1,-49
670323,DEMO,26,1,-43
670529,DEMO,18,2,-43
670734,DEMO,6,1,-54
670879,DEMO,76,1,-54
671147,DEMO,70,1,-38
671353,DEMO,58,2,-43
671558,DEMO,50,1,-44
671743,DEMO,32,1,-48
671959,DEMO,26,1,-43
672165,DEMO,18,2,-43
672381,DEMO,6,1,-54
672580,DEMO,76,4,-37
672786,DEMO,70,1,-37
672982,DEMO,58,2,-42
673188,DEMO,50,2,-44
673393,DEMO,32,1,-49
673600,DEMO,26,2,-43
673805,DEMO,18,2,-43
674011,DEMO,6,2,-54
674135,DEMO,76,1,-54
674418,DEMO,70,6,-39
674614,DEMO,58,1,-42
674830,DEMO,50,1,-44
675036,DEMO,32,2,-49
675241,DEMO,26,1,-43
675448,DEMO,18,3,-43
675653,DEMO,6,1,-53
675850,DEMO,76,1,-36
676056,DEMO,70,1,-39
676261,DEMO,58,1,-43
676467,DEMO,50,2,-44
676672,DEMO,32,1,-50
676878,DEMO,26,2,-43
677083,DEMO,18,1,-43
677291,DEMO,6,3,-54
677394,DEMO,76,2,-36
677496,DEMO,70,2,-38
677701,DEMO,58,1,-42
677907,DEMO,50,2,-44
678102,DEMO,32,2,-49
678308,DEMO,26,2,-43
678514,DEMO,18,2,-44
678719,DEMO,6,2,-54
678875,DEMO,76,1,-54
679134,DEMO,70,3,-39
679340,DEMO,58,2,-42
679546,DEMO,50,1,-44
679751,DEMO,32,1,-49
679946,DEMO,26,1,-43
680152,DEMO,18,2,-43
680358,DEMO,6,1,-54
680565,DEMO,76,1,-36
680771,DEMO,70,2,-37
680977,DEMO,58,2,-42
681183,DEMO,50,1,-44
681388,DEMO,32,1,-50
681574,DEMO,26,1,-43
681790,DEMO,18,1,-44
681997,DEMO,6,3,-53
682131,DEMO,76,1,-53
682399,DEMO,70,1,-39
682615,DEMO,58,1,-42
682821,DEMO,50,1,-44
683027,DEMO,32,2,-49
683212,DEMO,26,1,-44
683302,DEMO,18,2,-44
683435,DEMO,6,2,-53
683632,DEMO,76,1,-36
683838,DEMO,70,1,-38
684043,DEMO,58,1,-42
684249,DEMO,50,1,-44
684456,DEMO,32,4,-49
684663,DEMO,26,2,-44
684869,DEMO,18,2,-43
685074,DEMO,6,1,-53
685177,DEMO,76,2,-38
685282,DEMO,70,5,-38
685467,DEMO,58,1,-42
685683,DEMO,50,1,-44
685889,DEMO,32,2,-50
686094,DEMO,26,1,-43
686300,DEMO,18,1,-44
686507,DEMO,6,3,-54
686634,DEMO,76,4,-54
686912,DEMO,70,1,-38
687119,DEMO,58,3,-43
687326,DEMO,50,3,-44
687532,DEMO,32,1,-49
687727,DEMO,26,1,-43
687933,DEMO,18,1,-43
688140,DEMO,6,3,-54
688348,DEMO,76,2,-36
688555,DEMO,70,3,-39
688761,DEMO,58,1,-42
688947,DEMO,50,3,-44
689152,DEMO,32,1,-49
689368,DEMO,26,1,-43
689574,DEMO,18,2,-43
689779,DEMO,6,2,-54
689882,DEMO,76,1,-54
689983,DEMO,70,1,-39
690189,DEMO,58,2,-42
690269,DEMO,50,1,-42
690393,DEMO,32,2,-49
690598,DEMO,26,1,-44
690804,DEMO,18,1,-43
691010,DEMO,6,2,-54
691133,DEMO,76,1,-54
691412,DEMO,70,1,-39
691628,DEMO,58,2,-42
691824,DEMO,50,2,-44
692029,DEMO,32,1,-49
692235,DEMO,26,1,-43
692440,DEMO,18,1,-43
692646,DEMO,6,2,-54
692853,DEMO,76,1,-36
693059,DEMO,70,1,-38
693266,DEMO,58,2,-42
693472,DEMO,50,3,-45
693657,DEMO,32,1,-50
693749,DEMO,26,2,-50
693881,DEMO,18,1,-44
694078,DEMO,6,3,-54
694182,DEMO,76,2,-37
694285,DEMO,70,3,-40
694491,DEMO,58,2,-42
694696,DEMO,50,2,-44
694904,DEMO,32,3,-50
695110,DEMO,26,1,-44
695305,DEMO,18,1,-44
695511,DEMO,6,1,-54
695635,DEMO,76,1,-54
695913,DEMO,70,1,-40
696129,DEMO,58,1,-43
696334,DEMO,50,1,-45
696540,DEMO,32,2,-49
696745,DEMO,26,1,-43
696952,DEMO,18,3,-44
697158,DEMO,6,2,-54
697355,DEMO,76,1,-38
697560,DEMO,70,1,-43
697766,DEMO,58,1,-43
697971,DEMO,50,1,-41
698177,DEMO,32,2,-48
698382,DEMO,26,1,-62
698588,DEMO,18,1,-53
698796,DEMO,6,5,-66
698900,DEMO,76,1,-47
699001,DEMO,70,1,-48
699186,DEMO,58,1,-50
699402,DEMO,50,2,-56
699607,DEMO,32,1,-64
699813,DEMO,26,1,-59
700019,DEMO,18,2,-60
700248,DEMO,6,15,-69
700395,DEMO,76,4,-53
700650,DEMO,70,9,-55
700849,DEMO,58,4,-59
701055,DEMO,50,3,-61
701242,DEMO,32,3,-65
701460,DEMO,26,3,-60
701644,DEMO,18,1,-60
701876,DEMO,6,5,-70
702074,DEMO,76,3,-53
702272,DEMO,70,5,-54
702479,DEMO,58,3,-56
702695,DEMO,50,12,-58
702883,DEMO,32,4,-64
703090,DEMO,26,3,-58
703299,DEMO,18,4,-57
703507,DEMO,6,5,-69
703645,DEMO,76,5,-52
703913,DEMO,70,1,-54
704121,DEMO,58,4,-57
704320,DEMO,50,4,-58
704528,DEMO,32,4,-63
704736,DEMO,26,4,-58
704942,DEMO,18,1,-57
705127,DEMO,6,2,-68
705346,DEMO,76,3,-52
705555,DEMO,70,5,-54
705764,DEMO,58,4,-56
705950,DEMO,50,3,-59
706161,DEMO,32,6,-63
706358,DEMO,26,3,-58
706565,DEMO,18,3,-57
706775,DEMO,6,5,-68
706888,DEMO,76,2,-68
706980,DEMO,70,2,-54
707187,DEMO,58,3,-56
707394,DEMO,50,3,-59
707603,DEMO,32,5,-63
707810,DEMO,26,3,-58
708007,DEMO,18,3,-58
708216,DEMO,6,5,-69
708383,DEMO,76,3,-53
708622,DEMO,70,3,-53
708831,DEMO,58,4,-56
709040,DEMO,50,5,-58
709228,DEMO,32,5,-63
709448,DEMO,26,5,-58
709635,DEMO,18,3,-57
709842,DEMO,6,3,-68
710061,DEMO,76,3,-53
710248,DEMO,70,3,-54
710339,DEMO,58,3,-54
710464,DEMO,50,3,-58
710670,DEMO,32,2,-63
710877,DEMO,26,3,-58
711086,DEMO,18,5,-58
711295,DEMO,6,5,-69
711399,DEMO,76,3,-53
711699,DEMO,70,1,-54
711885,DEMO,58,3,-57
712105,DEMO,50,5,-59
712313,DEMO,32,4,-63
712520,DEMO,26,3,-57
712705,DEMO,18,1,-58
712922,DEMO,6,3,-69
713133,DEMO,76,5,-53
713330,DEMO,70,3,-53
713527,DEMO,58,3,-57
713732,DEMO,50,1,-59
713826,DEMO,32,5,-59
713952,DEMO,26,6,-58
714163,DEMO,18,7,-58
714362,DEMO,6,5,-69
714559,DEMO,76,1,-54
714765,DEMO,70,2,-54
714976,DEMO,58,7,-57
715185,DEMO,50,4,-59
715391,DEMO,32,3,-64
715576,DEMO,26,1,-57
715795,DEMO,18,4,-58
715994,DEMO,6,5,-70
716152,DEMO,76,5,-70
716413,DEMO,70,4,-54
716608,DEMO,58,1,-57
716818,DEMO,50,6,-59
717027,DEMO,32,5,-63
717215,DEMO,26,4,-58
717434,DEMO,18,4,-58
717517,DEMO,6,4,-69
717631,DEMO,76,1,-52
717838,DEMO,70,3,-53
718047,DEMO,58,4,-57
718256,DEMO,50,5,-59
718442,DEMO,32,3,-63
718536,DEMO,26,4,-63
718661,DEMO,18,4,-58
718848,DEMO,6,3,-69
719067,DEMO,76,3,-53
719276,DEMO,70,4,-53
719484,DEMO,58,4,-57
719680,DEMO,50,3,-58
719890,DEMO,32,6,-63
720087,DEMO,26,3,-58
720178,DEMO,18,2,-58
720300,DEMO,6,1,-69
720403,DEMO,76,1,-54
720505,DEMO,70,2,-54
720713,DEMO,58,4,-57
720911,DEMO,50,5,-59
721120,DEMO,32,5,-64
721326,DEMO,26,2,-58
721524,DEMO,18,4,-58
721733,DEMO,6,5,-69
721902,DEMO,76,5,-54
722140,DEMO,70,3,-55
722348,DEMO,58,4,-58
722543,DEMO,50,1,-59
722752,DEMO,32,4,-64
722961,DEMO,26,5,-59
723170,DEMO,18,4,-58
723355,DEMO,6,1,-69
723576,DEMO,76,4,-54
723786,DEMO,70,6,-54
723975,DEMO,58,6,-57
724183,DEMO,50,3,-59
724276,DEMO,32,3,-59
724390,DEMO,26,4,-58
724597,DEMO,18,3,-58
724805,DEMO,6,4,-70
724910,DEMO,76,3,-54
725012,DEMO,70,3,-54
725199,DEMO,58,3,-57
725407,DEMO,50,4,-59
725626,DEMO,32,5,-64
725823,DEMO,26,3,-58
726029,DEMO,18,2,-58
726236,DEMO,6,3,-69
726408,DEMO,76,8,-69
726650,DEMO,70,6,-55
726855,DEMO,58,11,-58
727040,DEMO,50,2,-59
727257,DEMO,32,3,-64
727466,DEMO,26,4,-58
727674,DEMO,18,5,-58
727871,DEMO,6,3,-70
728085,DEMO,76,8,-54
728270,DEMO,70,1,-54
728494,DEMO,58,10,-57
728680,DEMO,50,3,-60
728775,DEMO,32,5,-60
728897,DEMO,26,2,-58
729103,DEMO,18,1,-59
729312,DEMO,6,6,-69
729418,DEMO,76,4,-53
729502,DEMO,70,5,-54
729718,DEMO,58,2,-57
729925,DEMO,50,3,-59
730124,DEMO,32,5,-64
730333,DEMO,26,4,-58
730542,DEMO,18,5,-59
730737,DEMO,6,1,-70
730894,DEMO,76,3,-54
731155,DEMO,70,5,-54
731364,DEMO,58,5,-57
731553,DEMO,50,6,-60
731759,DEMO,32,2,-64
731965,DEMO,26,1,-58
732172,DEMO,18,3,-59
732392,DEMO,6,16,-69
732592,DEMO,76,4,-53
732779,DEMO,70,3,-54
732995,DEMO,58,2,-57
733204,DEMO,50,4,-59
733402,DEMO,32,4,-64
733612,DEMO,26,6,-58
733819,DEMO,18,3,-58
734028,DEMO,6,4,-70
734152,DEMO,76,1,-54
734420,DEMO,70,2,-54
734640,DEMO,58,5,-58
734838,DEMO,50,4,-60
735047,DEMO,32,5,-64
735242,DEMO,26,1,-59
735448,DEMO,18,1,-59
735655,DEMO,6,3,-70
735866,DEMO,76,5,-54
736055,DEMO,70,5,-55
736272,DEMO,58,3,-58
736480,DEMO,50,4,-59
736677,DEMO,32,3,-64
736885,DEMO,26,3,-59
737094,DEMO,18,5,-58
737302,DEMO,6,4,-70
737405,DEMO,76,1,-54
737486,DEMO,70,2,-54
737703,DEMO,58,3,-58
737910,DEMO,50,3,-58
738116,DEMO,32,2,-62
738322,DEMO,26,2,-50
738529,DEMO,18,3,-44
738714,DEMO,6,1,-54
738932,DEMO,76,1,-32
739137,DEMO,70,1,-33
739343,DEMO,58,2,-36
739548,DEMO,50,1,-51
739756,DEMO,32,3,-52
739963,DEMO,26,3,-63
740148,DEMO,18,1,-58
740364,DEMO,6,2,-62
740573,DEMO,76,3,-49
740778,DEMO,70,1,-53
740985,DEMO,58,3,-56
741170,DEMO,50,2,-60
741396,DEMO,32,1,-64
741582,DEMO,26,2,-59
741798,DEMO,18,2,-59
742004,DEMO,6,2,-69
742149,DEMO,76,2,-69
742417,DEMO,70,1,-55
742626,DEMO,58,4,-58
742811,DEMO,50,2,-59
743028,DEMO,32,3,-65
743235,DEMO,26,3,-60
743443,DEMO,18,3,-60
743675,DEMO,6,7,-72
743860,DEMO,76,20,-55
744045,DEMO,70,2,-56
744262,DEMO,58,3,-60
744457,DEMO,50,1,-61
744674,DEMO,32,2,-66
744860,DEMO,26,3,-61
745077,DEMO,18,3,-61
745294,DEMO,6,3,-73
745397,DEMO,76,1,-57
745677,DEMO,70,2,-56
745892,DEMO,58,1,-60
746098,DEMO,50,2,-62
746305,DEMO,32,3,-65
746511,DEMO,26,2,-59
746717,DEMO,18,1,-59
746924,DEMO,6,4,-71
747121,DEMO,76,1,-56
747327,DEMO,70,1,-58
747533,DEMO,58,2,-57
747738,DEMO,50,1,-53
747944,DEMO,32,2,-54
748149,DEMO,26,1,-51
748354,DEMO,18,1,-50
748560,DEMO,6,1,-60
748663,DEMO,76,1,-44
748764,DEMO,70,1,-47
748969,DEMO,58,1,-49
749175,DEMO,50,2,-50
749381,DEMO,32,1,-54
749577,DEMO,26,1,-49
749782,DEMO,18,1,-49
749988,DEMO,6,1,-60
750153,DEMO,76,1,-60
750400,DEMO,70,1,-46
750606,DEMO,58,1,-49
750812,DEMO,50,2,-50
751017,DEMO,32,1,-53
751223,DEMO,26,1,-50
751431,DEMO,18,3,-50
751616,DEMO,6,1,-61
751834,DEMO,76,1,-44
752039,DEMO,70,1,-46
752244,DEMO,58,1,-49
752450,DEMO,50,1,-51
752656,DEMO,32,2,-54
752861,DEMO,26,1,-50
753067,DEMO,18,2,-50
753273,DEMO,6,2,-61
753407,DEMO,76,1,-61
753676,DEMO,70,2,-47
753881,DEMO,58,1,-51
754087,DEMO,50,1,-51
754292,DEMO,32,1,-56
754498,DEMO,26,1,-51
754703,DEMO,18,1,-51
754910,DEMO,6,2,-61
755117,DEMO,76,1,-45
755302,DEMO,70,1,-47
755518,DEMO,58,1,-51
755723,DEMO,50,1,-51
755929,DEMO,32,1,-55
756135,DEMO,26,2,-51
756340,DEMO,18,1,-50
756546,DEMO,6,2,-61
756659,DEMO,76,1,-61
756960,DEMO,70,3,-47
757156,DEMO,58,1,-50
757361,DEMO,50,1,-50
757567,DEMO,32,1,-54
757772,DEMO,26,1,-50
757988,DEMO,18,1,-51
758173,DEMO,6,2,-60
758288,DEMO,76,3,-44
758369,DEMO,70,1,-44
758595,DEMO,58,1,-49
758801,DEMO,50,1,-50
759006,DEMO,32,2,-54
759212,DEMO,26,2,-50
759408,DEMO,18,1,-50
759613,DEMO,6,2,-61
759821,DEMO,76,1,-44
760026,DEMO,70,1,-46
760232,DEMO,58,1,-50
760437,DEMO,50,1,-50
760643,DEMO,32,1,-55
760848,DEMO,26,1,-50
761054,DEMO,18,1,-51
761261,DEMO,6,3,-62
761406,DEMO,76,1,-62
761663,DEMO,70,1,-47
761869,DEMO,58,2,-50
762075,DEMO,50,1,-51
762280,DEMO,32,2,-55
762486,DEMO,26,1,-50
762691,DEMO,18,1,-51
762897,DEMO,6,1,-61
763094,DEMO,76,1,-46
763299,DEMO,70,1,-48
763505,DEMO,58,1,-51
763710,DEMO,50,1,-53
763916,DEMO,32,1,-56
764122,DEMO,26,1,-51
764327,DEMO,18,1,-51
764534,DEMO,6,3,-62
764658,DEMO,76,1,-62
764937,DEMO,70,1,-49
765142,DEMO,58,1,-50
765348,DEMO,50,2,-53
765555,DEMO,32,3,-58
765761,DEMO,26,2,-53
765968,DEMO,18,3,-54
766176,DEMO,6,3,-65
766383,DEMO,76,1,-50
766568,DEMO,70,1,-50
766784,DEMO,58,1,-53
766993,DEMO,50,5,-55
767199,DEMO,32,1,-59
767394,DEMO,26,2,-54
767602,DEMO,18,5,-54
767808,DEMO,6,1,-66
767911,DEMO,76,2,-49
768012,DEMO,70,1,-50
768218,DEMO,58,1,-54
768423,DEMO,50,1,-54
768629,DEMO,32,2,-59
768835,DEMO,26,1,-54
769040,DEMO,18,2,-53
769247,DEMO,6,3,-65
769413,DEMO,76,1,-49
769651,DEMO,70,3,-51
769856,DEMO,58,1,-53
770062,DEMO,50,2,-55
770269,DEMO,32,3,-59
770476,DEMO,26,3,-54
770672,DEMO,18,2,-54
770878,DEMO,6,2,-65
771085,DEMO,76,1,-51
771291,DEMO,70,1,-51
771497,DEMO,58,2,-55
771702,DEMO,50,1,-55
771908,DEMO,32,1,-60
772113,DEMO,26,1,-55
772321,DEMO,18,3,-55
772506,DEMO,6,2,-66
772724,DEMO,76,1,-50
772929,DEMO,70,1,-51
773137,DEMO,58,3,-55
773343,DEMO,50,2,-56
773549,DEMO,32,1,-60
773733,DEMO,26,1,-54
773824,DEMO,18,2,-54
773956,DEMO,6,1,-66
774153,DEMO,76,2,-50
774360,DEMO,70,3,-51
774566,DEMO,58,2,-54
774771,DEMO,50,1,-55
774977,DEMO,32,1,-59
775182,DEMO,26,1,-54
775388,DEMO,18,2,-55
775604,DEMO,6,1,-65
775709,DEMO,76,3,-50
775989,DEMO,70,3,-51
776205,DEMO,58,1,-53
776411,DEMO,50,1,-55
776617,DEMO,32,2,-60
776825,DEMO,26,4,-54
777010,DEMO,18,1,-55
777226,DEMO,6,1,-66
777416,DEMO,76,5,-66
777644,DEMO,70,3,-51
777849,DEMO,58,1,-54
778060,DEMO,50,7,-56
778245,DEMO,32,2,-60
778461,DEMO,26,1,-54
778672,DEMO,18,7,-55
778880,DEMO,6,4,-67
779077,DEMO,76,1,-50
779283,DEMO,70,1,-51
779468,DEMO,58,2,-53
779684,DEMO,50,1,-57
779889,DEMO,32,2,-61
780111,DEMO,26,6,-56
780192,DEMO,18,2,-56
780306,DEMO,6,4,-67
780409,DEMO,76,1,-52
780510,DEMO,70,2,-53
780716,DEMO,58,1,-54
780901,DEMO,50,1,-58
781117,DEMO,32,1,-62
781322,DEMO,26,1,-58
781528,DEMO,18,1,-56
781733,DEMO,6,1,-65
781911,DEMO,76,3,-65
782148,DEMO,70,1,-47
782354,DEMO,58,2,-54
782560,DEMO,50,2,-64
782755,DEMO,32,1,-66
782961,DEMO,26,1,-61
783166,DEMO,18,1,-52
783372,DEMO,6,1,-62
783579,DEMO,76,1,-43
783785,DEMO,70,1,-45
783990,DEMO,58,1,-44
784196,DEMO,50,1,-45
784401,DEMO,32,1,-56
784607,DEMO,26,1,-64
784813,DEMO,18,2,-63
785074,DEMO,6,14,-82
785199,DEMO,76,12,-83
785430,DEMO,70,6,-65
785615,DEMO,58,1,-66
785833,DEMO,50,4,-68
786041,DEMO,32,4,-75
786249,DEMO,26,3,-67
786444,DEMO,18,1,-68
786654,DEMO,6,5,-80
786756,DEMO,76,1,-64
786857,DEMO,70,1,-66
787063,DEMO,58,2,-68
787270,DEMO,50,3,-70
787467,DEMO,32,3,-74
787559,DEMO,26,2,-74
787671,DEMO,18,2,-68
787901,DEMO,6,16,-81
788079,DEMO,76,3,-64
788284,DEMO,70,1,-66
788490,DEMO,58,2,-67
788695,DEMO,50,2,-69
788901,DEMO,32,1,-73
789106,DEMO,26,1,-68
789312,DEMO,18,1,-69
789520,DEMO,6,5,-80
789665,DEMO,76,1,-63
789923,DEMO,70,1,-65
790129,DEMO,58,2,-66
790335,DEMO,50,1,-68
790540,DEMO,32,1,-72
790746,DEMO,26,1,-67
790953,DEMO,18,3,-68
791163,DEMO,6,6,-79
791359,DEMO,76,1,-62
791565,DEMO,70,1,-64
