timeStamp,Material,TxPower,RTT,RSSI
61427,<unknown>,78,1,-21
61622,<unknown>,66,1,-24
61838,<unknown>,60,1,-25
62033,<unknown>,44,1,-26
62125,<unknown>,34,1,-26
62247,<unknown>,28,1,-26
62442,<unknown>,20,1,-26
62534,<unknown>,8,2,-26
62648,<unknown>,78,1,-21
62843,<unknown>,66,1,-24
63059,<unknown>,60,2,-25
63255,<unknown>,44,1,-26
63471,<unknown>,34,1,-32
63666,<unknown>,28,1,-27
63882,<unknown>,20,1,-26
63966,<unknown>,8,5,-26
64090,<unknown>,78,1,-21
64286,<unknown>,66,2,-24
64502,<unknown>,60,1,-25
64687,<unknown>,44,2,-26
64903,<unknown>,34,2,-32
65109,<unknown>,28,1,-27
65304,<unknown>,20,1,-26
65520,<unknown>,8,1,-38
65697,<unknown>,78,2,-38
65934,<unknown>,66,1,-24
66129,<unknown>,60,1,-25
66221,<unknown>,44,2,-25
66343,<unknown>,34,1,-31
66538,<unknown>,28,1,-26
66630,<unknown>,20,2,-26
66752,<unknown>,8,1,-39
66949,<unknown>,78,2,-21
67145,<unknown>,66,1,-24
67360,<unknown>,60,1,-25
67556,<unknown>,44,2,-26
67772,<unknown>,34,1,-31
67977,<unknown>,28,2,-27
68173,<unknown>,20,1,-26
68389,<unknown>,8,1,-37
68492,<unknown>,78,1,-21
68583,<unknown>,66,1,-24
68798,<unknown>,60,1,-24
68994,<unknown>,44,1,-27
69210,<unknown>,34,1,-31
69405,<unknown>,28,1,-27
69623,<unknown>,20,3,-27
69808,<unknown>,8,1,-37
69952,<unknown>,78,1,-37
70231,<unknown>,66,2,-24
70427,<unknown>,60,1,-26
70642,<unknown>,44,1,-26
70838,<unknown>,34,2,-31
70929,<unknown>,28,2,-31
71051,<unknown>,20,1,-27
71247,<unknown>,8,1,-36
71454,<unknown>,78,1,-19
71649,<unknown>,66,1,-22
71867,<unknown>,60,3,-24
72063,<unknown>,44,1,-25
72278,<unknown>,34,1,-29
72474,<unknown>,28,1,-25
72689,<unknown>,20,1,-24
72884,<unknown>,8,1,-37
72998,<unknown>,78,1,-19
73089,<unknown>,66,2,-23
73305,<unknown>,60,2,-23
73500,<unknown>,44,2,-25
73716,<unknown>,34,1,-29
73922,<unknown>,28,1,-24
74107,<unknown>,20,1,-25
74323,<unknown>,8,1,-36
74446,<unknown>,78,1,-36
74735,<unknown>,66,1,-22
74930,<unknown>,60,1,-23
75146,<unknown>,44,2,-25
75342,<unknown>,34,1,-30
282094,Water60Gelatin40,60,1,-30
282195,Water60Gelatin40,44,1,-31
282391,Water60Gelatin40,34,1,-38
282607,Water60Gelatin40,28,2,-31
282812,Water60Gelatin40,20,2,-30
283008,Water60Gelatin40,8,1,-44
283225,Water60Gelatin40,78,1,-25
283431,Water60Gelatin40,66,1,-28
283637,Water60Gelatin40,60,2,-29
283832,Water60Gelatin40,44,2,-31
284028,Water60Gelatin40,34,1,-38
284244,Water60Gelatin40,28,2,-30
284449,Water60Gelatin40,20,1,-31
284655,Water60Gelatin40,8,1,-43
284758,Water60Gelatin40,78,1,-43
284849,Water60Gelatin40,66,1,-29
285065,Water60Gelatin40,60,1,-30
285271,Water60Gelatin40,44,1,-30
285476,Water60Gelatin40,34,1,-37
285682,Water60Gelatin40,28,2,-31
285887,Water60Gelatin40,20,1,-30
286083,Water60Gelatin40,8,1,-44
286259,Water60Gelatin40,78,1,-44
286496,Water60Gelatin40,66,2,-28
286702,Water60Gelatin40,60,1,-30
286907,Water60Gelatin40,44,1,-31
287113,Water60Gelatin40,34,1,-37
287318,Water60Gelatin40,28,1,-31
287524,Water60Gelatin40,20,1,-31
287729,Water60Gelatin40,8,1,-44
287927,Water60Gelatin40,78,1,-25
288143,Water60Gelatin40,66,1,-28
288233,Water60Gelatin40,60,2,-30
288345,Water60Gelatin40,44,2,-31
288550,Water60Gelatin40,34,1,-37
288756,Water60Gelatin40,28,2,-31
288962,Water60Gelatin40,20,1,-30
289157,Water60Gelatin40,8,1,-44
289260,Water60Gelatin40,78,1,-44
289350,Water60Gelatin40,66,1,-28
289566,Water60Gelatin40,60,1,-30
289772,Water60Gelatin40,44,1,-31
289978,Water60Gelatin40,34,2,-36
290183,Water60Gelatin40,28,1,-30
290389,Water60Gelatin40,20,1,-30
290480,Water60Gelatin40,8,2,-44
290593,Water60Gelatin40,78,1,-25
290799,Water60Gelatin40,66,1,-28
291004,Water60Gelatin40,60,1,-29
291210,Water60Gelatin40,44,1,-30
291416,Water60Gelatin40,34,2,-37
291621,Water60Gelatin40,28,1,-30
291827,Water60Gelatin40,20,2,-30
292023,Water60Gelatin40,8,2,-43
292230,Water60Gelatin40,78,1,-25
292436,Water60Gelatin40,66,2,-27
292641,Water60Gelatin40,60,1,-30
292732,Water60Gelatin40,44,2,-30
292833,Water60Gelatin40,34,1,-37
293049,Water60Gelatin40,28,1,-30
293255,Water60Gelatin40,20,1,-30
293450,Water60Gelatin40,8,1,-43
293564,Water60Gelatin40,78,2,-25
293665,Water60Gelatin40,66,2,-28
293870,Water60Gelatin40,60,2,-29
294076,Water60Gelatin40,44,1,-30
294281,Water60Gelatin40,34,1,-37
294487,Water60Gelatin40,28,1,-31
294693,Water60Gelatin40,20,2,-31
294898,Water60Gelatin40,8,1,-45
295022,Water60Gelatin40,78,2,-45
295301,Water60Gelatin40,66,1,-28
295507,Water60Gelatin40,60,1,-29
295712,Water60Gelatin40,44,1,-30
295918,Water60Gelatin40,34,1,-36
296123,Water60Gelatin40,28,2,-30
296329,Water60Gelatin40,20,1,-30
296534,Water60Gelatin40,8,1,-44
296732,Water60Gelatin40,78,1,-25
296948,Water60Gelatin40,66,1,-28
297153,Water60Gelatin40,60,1,-30
297349,Water60Gelatin40,44,1,-30
297544,Water60Gelatin40,34,1,-37
297760,Water60Gelatin40,28,2,-31
297965,Water60Gelatin40,20,1,-31
298161,Water60Gelatin40,8,1,-44
298274,Water60Gelatin40,78,1,-44
298375,Water60Gelatin40,66,1,-28
298581,Water60Gelatin40,60,2,-29
298787,Water60Gelatin40,44,1,-30
298992,Water60Gelatin40,34,2,-37
299198,Water60Gelatin40,28,2,-31
299404,Water60Gelatin40,20,1,-31
299609,Water60Gelatin40,8,1,-44
299775,Water60Gelatin40,78,1,-44
300012,Water60Gelatin40,66,1,-27
300177,Water60Gelatin40,60,2,-27
300424,Water60Gelatin40,44,1,-31
300629,Water60Gelatin40,34,1,-37
300835,Water60Gelatin40,28,1,-30
301041,Water60Gelatin40,20,2,-31
301247,Water60Gelatin40,8,2,-44
301444,Water60Gelatin40,78,1,-25
301660,Water60Gelatin40,66,2,-28
301855,Water60Gelatin40,60,2,-29
302061,Water60Gelatin40,44,1,-31
302266,Water60Gelatin40,34,1,-37
302472,Water60Gelatin40,28,2,-30
302677,Water60Gelatin40,20,1,-31
302873,Water60Gelatin40,8,1,-44
303028,Water60Gelatin40,78,1,-44
303296,Water60Gelatin40,66,2,-28
303502,Water60Gelatin40,60,1,-30
303697,Water60Gelatin40,44,1,-30
303903,Water60Gelatin40,34,1,-37
304108,Water60Gelatin40,28,1,-30
304314,Water60Gelatin40,20,1,-30
304510,Water60Gelatin40,8,1,-44
304727,Water60Gelatin40,78,1,-25
304933,Water60Gelatin40,66,1,-28
305138,Water60Gelatin40,60,1,-30
305344,Water60Gelatin40,44,1,-30
305550,Water60Gelatin40,34,1,-36
305756,Water60Gelatin40,28,1,-30
305951,Water60Gelatin40,20,1,-31
306157,Water60Gelatin40,8,2,-43
306282,Water60Gelatin40,78,2,-43
306571,Water60Gelatin40,66,2,-27
306776,Water60Gelatin40,60,1,-30
306982,Water60Gelatin40,44,2,-30
307178,Water60Gelatin40,34,1,-37
307394,Water60Gelatin40,28,1,-31
307485,Water60Gelatin40,20,2,-31
307586,Water60Gelatin40,8,1,-44
307772,Water60Gelatin40,78,1,-44
307999,Water60Gelatin40,66,2,-28
308205,Water60Gelatin40,60,1,-29
308410,Water60Gelatin40,44,1,-31
308616,Water60Gelatin40,34,2,-37
308821,Water60Gelatin40,28,1,-31
309027,Water60Gelatin40,20,1,-30
309232,Water60Gelatin40,8,1,-44
309440,Water60Gelatin40,78,2,-25
309646,Water60Gelatin40,66,1,-28
309737,Water60Gelatin40,60,2,-30
309849,Water60Gelatin40,44,1,-31
310054,Water60Gelatin40,34,1,-37
310260,Water60Gelatin40,28,2,-30
310465,Water60Gelatin40,20,1,-30
310661,Water60Gelatin40,8,1,-44
310786,Water60Gelatin40,78,3,-44
311076,Water60Gelatin40,66,1,-28
311281,Water60Gelatin40,60,2,-29
311487,Water60Gelatin40,44,1,-30
311693,Water60Gelatin40,34,2,-37
311898,Water60Gelatin40,28,1,-31
312104,Water60Gelatin40,20,1,-30
312299,Water60Gelatin40,8,1,-44
312507,Water60Gelatin40,78,2,-25
312712,Water60Gelatin40,66,1,-28
312919,Water60Gelatin40,60,2,-30
313124,Water60Gelatin40,44,1,-30
313330,Water60Gelatin40,34,2,-37
313535,Water60Gelatin40,28,1,-30
313741,Water60Gelatin40,20,2,-30
313937,Water60Gelatin40,8,1,-44
314029,Water60Gelatin40,78,1,-25
314151,Water60Gelatin40,66,1,-28
314347,Water60Gelatin40,60,1,-30
314552,Water60Gelatin40,44,2,-30
314758,Water60Gelatin40,34,2,-37
314964,Water60Gelatin40,28,1,-31
315170,Water60Gelatin40,20,2,-30
315375,Water60Gelatin40,8,1,-44
315531,Water60Gelatin40,78,1,-44
315788,Water60Gelatin40,66,1,-28
315994,Water60Gelatin40,60,1,-30
316199,Water60Gelatin40,44,1,-31
316395,Water60Gelatin40,34,1,-37
316590,Water60Gelatin40,28,1,-30
316806,Water60Gelatin40,20,1,-31
317002,Water60Gelatin40,8,1,-44
317219,Water60Gelatin40,78,1,-25
317425,Water60Gelatin40,66,1,-28
317630,Water60Gelatin40,60,1,-30
317836,Water60Gelatin40,44,2,-30
318042,Water60Gelatin40,34,1,-36
318247,Water60Gelatin40,28,2,-31
318443,Water60Gelatin40,20,1,-30
318648,Water60Gelatin40,8,1,-43
318783,Water60Gelatin40,78,1,-43
319062,Water60Gelatin40,66,1,-28
319267,Water60Gelatin40,60,1,-30
319472,Water60Gelatin40,44,1,-30
319678,Water60Gelatin40,34,1,-37
319883,Water60Gelatin40,28,1,-31
320089,Water60Gelatin40,20,1,-30
320284,Water60Gelatin40,8,1,-44
320492,Water60Gelatin40,78,1,-25
320697,Water60Gelatin40,66,1,-28
320903,Water60Gelatin40,60,1,-29
321108,Water60Gelatin40,44,1,-31
321304,Water60Gelatin40,34,1,-37
321520,Water60Gelatin40,28,1,-31
321726,Water60Gelatin40,20,1,-30
321931,Water60Gelatin40,8,2,-44
322034,Water60Gelatin40,78,2,-44
322135,Water60Gelatin40,66,1,-28
322341,Water60Gelatin40,60,2,-29
322546,Water60Gelatin40,44,1,-30
322752,Water60Gelatin40,34,2,-37
322948,Water60Gelatin40,28,2,-31
323154,Water60Gelatin40,20,1,-31
323359,Water60Gelatin40,8,1,-44
323535,Water60Gelatin40,78,1,-44
323772,Water60Gelatin40,66,1,-28
323977,Water60Gelatin40,60,1,-29
324183,Water60Gelatin40,44,2,-31
324389,Water60Gelatin40,34,1,-37
324480,Water60Gelatin40,28,2,-31
324591,Water60Gelatin40,20,1,-31
324797,Water60Gelatin40,8,2,-44
324994,Water60Gelatin40,78,1,-25
325210,Water60Gelatin40,66,2,-28
325416,Water60Gelatin40,60,1,-30
325611,Water60Gelatin40,44,1,-31
325816,Water60Gelatin40,34,1,-37
326022,Water60Gelatin40,28,1,-31
326228,Water60Gelatin40,20,1,-31
326423,Water60Gelatin40,8,1,-44
326536,Water60Gelatin40,78,1,-44
326637,Water60Gelatin40,66,1,-28
326843,Water60Gelatin40,60,1,-29
327048,Water60Gelatin40,44,1,-30
327254,Water60Gelatin40,34,1,-37
327460,Water60Gelatin40,28,1,-30
327665,Water60Gelatin40,20,2,-31
327861,Water60Gelatin40,8,1,-44
327964,Water60Gelatin40,78,1,-25
328075,Water60Gelatin40,66,1,-28
