timeStamp,Material,TxPower,RTT,RSSI
47865,<unknown>,18,6,-34
48050,<unknown>,6,1,-46
48185,<unknown>,76,2,-46
48481,<unknown>,70,9,-29
48668,<unknown>,58,3,-32
48874,<unknown>,50,2,-34
49092,<unknown>,32,3,-38
49278,<unknown>,26,3,-33
49495,<unknown>,18,2,-33
49690,<unknown>,6,1,-45
49911,<unknown>,76,5,-28
50097,<unknown>,70,2,-29
50313,<unknown>,58,1,-32
50519,Empty box with air,50,1,-34
50725,Empty box with air,32,1,-38
50935,Empty box with air,26,7,-33
51131,Empty box with air,18,2,-33
51336,Empty box with air,6,1,-45
51430,Empty box with air,76,1,-27
51522,Empty box with air,70,2,-27
51749,Empty box with air,58,2,-32
51954,Empty box with air,50,1,-34
52159,Empty box with air,32,1,-37
52365,Empty box with air,26,2,-32
52574,Empty box with air,18,5,-33
52769,Empty box with air,6,1,-45
52936,Empty box with air,76,1,-45
53188,Empty box with air,70,6,-28
53393,Empty box with air,58,1,-32
53589,Empty box with air,50,1,-35
53796,Empty box with air,32,3,-37
54001,Empty box with air,26,1,-33
54207,Empty box with air,18,1,-33
54412,Empty box with air,6,1,-45
54609,Empty box with air,76,1,-27
54828,Empty box with air,70,4,-29
55023,Empty box with air,58,1,-32
55230,Empty box with air,50,3,-35
55436,Empty box with air,32,1,-38
55641,Empty box with air,26,1,-33
55846,Empty box with air,18,1,-33
56051,Empty box with air,6,1,-46
56196,Empty box with air,76,1,-46
56469,Empty box with air,70,6,-28
56664,Empty box with air,58,1,-31
56869,Empty box with air,50,1,-34
57074,Empty box with air,32,1,-37
57280,Empty box with air,26,1,-32
57487,Empty box with air,18,3,-33
57694,Empty box with air,6,4,-45
57881,Empty box with air,76,1,-27
58099,Empty box with air,70,3,-28
58305,Empty box with air,58,2,-32
58512,Empty box with air,50,4,-34
58718,Empty box with air,32,2,-38
58913,Empty box with air,26,2,-33
59120,Empty box with air,18,2,-32
59325,Empty box with air,6,1,-45
59439,Empty box with air,76,2,-45
59530,Empty box with air,70,2,-28
59736,Empty box with air,58,2,-32
59941,Empty box with air,50,1,-33
60147,Empty box with air,32,2,-38
60357,Empty box with air,26,6,-32
60555,Empty box with air,18,4,-33
60751,Empty box with air,6,1,-45
60938,Empty box with air,76,2,-45
61176,Empty box with air,70,3,-29
61371,Empty box with air,58,1,-31
61579,Empty box with air,50,3,-34
61784,Empty box with air,32,1,-38
61994,Empty box with air,26,6,-32
62200,Empty box with air,18,2,-33
62395,Empty box with air,6,1,-45
62604,Empty box with air,76,2,-27
62809,Empty box with air,70,2,-28
63014,Empty box with air,58,1,-32
63223,Empty box with air,50,5,-33
63418,Empty box with air,32,1,-37
63624,Empty box with air,26,2,-32
63830,Empty box with air,18,1,-33
64035,Empty box with air,6,1,-45
64191,Empty box with air,76,1,-45
64449,Empty box with air,70,2,-28
64656,Empty box with air,58,3,-31
64852,Empty box with air,50,1,-34
65058,Empty box with air,32,2,-37
65263,Empty box with air,26,1,-32
65468,Empty box with air,18,1,-33
65674,Empty box with air,6,2,-45
65873,Empty box with air,76,3,-27
66093,Empty box with air,70,5,-28
66288,Empty box with air,58,2,-32
66494,Empty box with air,50,2,-34
66699,Empty box with air,32,1,-40
66905,Empty box with air,26,2,-33
67116,Empty box with air,18,7,-33
67311,Empty box with air,6,1,-45
67446,Empty box with air,76,3,-45
67725,Empty box with air,70,2,-29
67935,Empty box with air,58,5,-32
68131,Empty box with air,50,3,-33
68336,Empty box with air,32,1,-37
68542,Empty box with air,26,1,-33
68747,Empty box with air,18,1,-33
68953,Empty box with air,6,1,-45
69162,Empty box with air,76,3,-27
69359,Empty box with air,70,3,-28
69566,Empty box with air,58,3,-32
69772,Empty box with air,50,2,-34
69977,Empty box with air,32,1,-38
70186,Empty box with air,26,5,-33
70383,Empty box with air,18,3,-33
70579,Empty box with air,6,1,-45
70692,Empty box with air,76,1,-45
70793,Empty box with air,70,1,-28
71000,Empty box with air,58,3,-32
71206,Empty box with air,50,1,-33
71411,Empty box with air,32,1,-37
71620,Empty box with air,26,5,-33
71815,Empty box with air,18,2,-33
72021,Empty box with air,6,1,-45
72197,Empty box with air,76,1,-45
72433,Empty box with air,70,1,-28
72639,Empty box with air,58,1,-31
72844,Empty box with air,50,1,-34
73050,Empty box with air,32,1,-37
73255,Empty box with air,26,1,-32
73464,Empty box with air,18,5,-33
73659,Empty box with air,6,1,-44
73869,Empty box with air,76,4,-27
74077,Empty box with air,70,4,-28
74273,Empty box with air,58,1,-31
74478,Empty box with air,50,1,-33
74683,Empty box with air,32,1,-37
74889,Empty box with air,26,1,-32
75097,Empty box with air,18,5,-33
75303,Empty box with air,6,1,-45
75448,Empty box with air,76,1,-45
75717,Empty box with air,70,3,-28
75913,Empty box with air,58,2,-32
76120,Empty box with air,50,3,-33
76325,Empty box with air,32,1,-37
76531,Empty box with air,26,1,-32
76736,Empty box with air,18,1,-33
76931,Empty box with air,6,1,-45
77153,Empty box with air,76,5,-27
77348,Empty box with air,70,2,-29
77554,Empty box with air,58,2,-32
77761,Empty box with air,50,3,-34
77969,Empty box with air,32,4,-37
78164,Empty box with air,26,1,-33
78370,Empty box with air,18,1,-33
78461,Empty box with air,6,1,-45
78576,Empty box with air,76,3,-27
78781,Empty box with air,70,1,-28
78986,Empty box with air,58,1,-32
79192,Empty box with air,50,1,-33
79397,Empty box with air,32,1,-37
79603,Empty box with air,26,2,-32
79808,Empty box with air,18,1,-33
80013,Empty box with air,6,1,-45
80200,Empty box with air,76,2,-27
80416,Empty box with air,70,1,-28
80623,Empty box with air,58,2,-31
80713,Empty box with air,50,2,-33
80825,Empty box with air,32,1,-37
81043,Empty box with air,26,3,-33
81239,Empty box with air,18,3,-32
81444,Empty box with air,6,2,-45
81652,Empty box with air,76,1,-27
81860,Empty box with air,70,3,-28
82057,Empty box with air,58,3,-32
82263,Empty box with air,50,1,-34
82468,Empty box with air,32,1,-38
82675,Empty box with air,26,3,-33
82881,Empty box with air,18,1,-33
83086,Empty box with air,6,1,-45
83200,Empty box with air,76,2,-45
83489,Empty box with air,70,1,-28
83696,Empty box with air,58,3,-32
83903,Empty box with air,50,3,-34
84108,Empty box with air,32,1,-37
84315,Empty box with air,26,3,-33
84524,Empty box with air,18,5,-33
84719,Empty box with air,6,1,-46
84927,Empty box with air,76,1,-27
85133,Empty box with air,70,1,-29
85342,Empty box with air,58,5,-32
85548,Empty box with air,50,2,-34
85743,Empty box with air,32,1,-39
85948,Empty box with air,26,1,-33
86155,Empty box with air,18,3,-33
86361,Empty box with air,6,1,-46
86455,Empty box with air,76,3,-28
86571,Empty box with air,70,6,-29
86770,Empty box with air,58,5,-32
86975,Empty box with air,50,1,-34
87181,Empty box with air,32,1,-39
87402,Empty box with air,26,7,-33
87588,Empty box with air,18,3,-33
87794,Empty box with air,6,2,-46
87961,Empty box with air,76,2,-46
88210,Empty box with air,70,3,-28
88407,Empty box with air,58,3,-32
88614,Empty box with air,50,3,-34
88820,Empty box with air,32,2,-38
89032,Empty box with air,26,8,-34
89227,Empty box with air,18,1,-34
89433,Empty box with air,6,2,-45
89630,Empty box with air,76,1,-26
89847,Empty box with air,70,3,-28
90043,Empty box with air,58,1,-30
90248,Empty box with air,50,2,-34
90454,Empty box with air,32,2,-37
90660,Empty box with air,26,1,-33
90867,Empty box with air,18,3,-33
91072,Empty box with air,6,1,-44
91207,Empty box with air,76,1,-44
91487,Empty box with air,70,3,-28
91683,Empty box with air,58,1,-30
91889,Empty box with air,50,1,-33
92094,Empty box with air,32,1,-37
92300,Empty box with air,26,1,-32
92506,Empty box with air,18,2,-32
92711,Empty box with air,6,1,-45
92921,Empty box with air,76,4,-27
93116,Empty box with air,70,1,-28
93332,Empty box with air,58,1,-30
93527,Empty box with air,50,2,-33
93733,Empty box with air,32,1,-36
93938,Empty box with air,26,1,-32
94143,Empty box with air,18,1,-32
94349,Empty box with air,6,2,-44
94443,Empty box with air,76,3,-44
94555,Empty box with air,70,1,-28
94763,Empty box with air,58,4,-30
94948,Empty box with air,50,1,-33
95154,Empty box with air,32,2,-37
95370,Empty box with air,26,1,-32
95461,Empty box with air,18,2,-32
95562,Empty box with air,6,1,-45
95706,Empty box with air,76,1,-45
95985,Empty box with air,70,1,-27
96076,Empty box with air,58,2,-31
96188,Empty box with air,50,1,-33
96401,Empty box with air,32,9,-38
96492,Empty box with air,26,1,-32
96616,Empty box with air,18,15,-32
96801,Empty box with air,6,1,-44
96905,Empty box with air,76,12,-26
97024,Empty box with air,70,10,-28
97222,Empty box with air,58,3,-31
222145,WATER,50,1,-32
222351,WATER,32,1,-37
222556,WATER,26,1,-31
222762,WATER,18,1,-31
222967,WATER,6,2,-44
223164,WATER,76,1,-26
223370,WATER,70,1,-26
223575,WATER,58,1,-30
223781,WATER,50,2,-31
223986,WATER,32,2,-36
224192,WATER,26,1,-32
224397,WATER,18,2,-30
224603,WATER,6,1,-44
224748,WATER,76,1,-44
225005,WATER,70,1,-26
225211,WATER,58,1,-30
225417,WATER,50,2,-32
225623,WATER,32,2,-36
225829,WATER,26,1,-31
226035,WATER,18,2,-31
226240,WATER,6,1,-44
226447,WATER,76,1,-26
226653,WATER,70,1,-26
226848,WATER,58,1,-30
227053,WATER,50,1,-32
227259,WATER,32,1,-36
227465,WATER,26,1,-31
227683,WATER,18,3,-31
227868,WATER,6,1,-43
228002,WATER,76,1,-43
228281,WATER,70,1,-27
228487,WATER,58,1,-30
228682,WATER,50,1,-32
228898,WATER,32,1,-37
229104,WATER,26,2,-31
229310,WATER,18,1,-31
229515,WATER,6,1,-44
229722,WATER,76,1,-25
229928,WATER,70,2,-27
230134,WATER,58,1,-30
230339,WATER,50,1,-31
230535,WATER,32,1,-36
230740,WATER,26,1,-30
230946,WATER,18,2,-31
231151,WATER,6,2,-44
231255,WATER,76,2,-27
231357,WATER,70,1,-27
231562,WATER,58,1,-30
231768,WATER,50,1,-32
231973,WATER,32,1,-36
232179,WATER,26,1,-31
232384,WATER,18,1,-31
232590,WATER,6,1,-43
232755,WATER,76,1,-43
232992,WATER,70,1,-27
233197,WATER,58,1,-30
233403,WATER,50,1,-32
233608,WATER,32,1,-38
233814,WATER,26,1,-31
234020,WATER,18,1,-31
234225,WATER,6,1,-43
234433,WATER,76,2,-26
234639,WATER,70,2,-27
234844,WATER,58,1,-29
235050,WATER,50,1,-32
235245,WATER,32,1,-37
235346,WATER,26,11,-37
235458,WATER,18,1,-30
235664,WATER,6,1,-43
235767,WATER,76,1,-26
235857,WATER,70,1,-26
236073,WATER,58,1,-29
236279,WATER,50,2,-31
236464,WATER,32,1,-36
236680,WATER,26,1,-31
236885,WATER,18,1,-31
237091,WATER,6,2,-44
237257,WATER,76,1,-44
237504,WATER,70,1,-27
237709,WATER,58,1,-29
237915,WATER,50,1,-31
238121,WATER,32,1,-37
238326,WATER,26,1,-31
238522,WATER,18,1,-30
238727,WATER,6,1,-44
238935,WATER,76,1,-26
239140,WATER,70,1,-27
239346,WATER,58,1,-30
239552,WATER,50,1,-32
239757,WATER,32,2,-37
239963,WATER,26,1,-30
240168,WATER,18,1,-30
240374,WATER,6,1,-44
240508,WATER,76,1,-44
240776,WATER,70,1,-26
240982,WATER,58,1,-30
241188,WATER,50,1,-32
241393,WATER,32,1,-37
241599,WATER,26,2,-31
241805,WATER,18,2,-30
242010,WATER,6,1,-44
242217,WATER,76,1,-26
242423,WATER,70,1,-27
242618,WATER,58,1,-29
242824,WATER,50,1,-31
243029,WATER,32,1,-35
243235,WATER,26,2,-30
243441,WATER,18,1,-30
243646,WATER,6,1,-43
243760,WATER,76,2,-43
243840,WATER,70,2,-26
244056,WATER,58,1,-29
244262,WATER,50,1,-31
244467,WATER,32,1,-38
244673,WATER,26,1,-30
244878,WATER,18,1,-31
244960,WATER,6,2,-31
245065,WATER,76,2,-26
245271,WATER,70,1,-26
245487,WATER,58,2,-29
245692,WATER,50,2,-32
245898,WATER,32,1,-36
246104,WATER,26,1,-30
246309,WATER,18,1,-31
246515,WATER,6,2,-43
246722,WATER,76,1,-26
246928,WATER,70,2,-27
247133,WATER,58,1,-30
247318,WATER,50,1,-31
247534,WATER,32,2,-36
247740,WATER,26,1,-31
247945,WATER,18,2,-30
248151,WATER,6,2,-43
248255,WATER,76,1,-43
248356,WATER,70,1,-27
248561,WATER,58,1,-29
248767,WATER,50,1,-31
248972,WATER,32,1,-36
249178,WATER,26,2,-31
249384,WATER,18,1,-31
249589,WATER,6,1,-43
249746,WATER,76,1,-43
249993,WATER,70,1,-26
250198,WATER,58,2,-29
250404,WATER,50,1,-32
250610,WATER,32,1,-36
250815,WATER,26,1,-30
251021,WATER,18,1,-31
251226,WATER,6,2,-44
251424,WATER,76,1,-26
251629,WATER,70,1,-26
251835,WATER,58,1,-29
252040,WATER,50,1,-32
252245,WATER,32,1,-36
252451,WATER,26,2,-30
252657,WATER,18,1,-31
252862,WATER,6,1,-44
253007,WATER,76,1,-44
253276,WATER,70,1,-26
253481,WATER,58,1,-29
253687,WATER,50,1,-32
253892,WATER,32,1,-36
254087,WATER,26,1,-31
254293,WATER,18,1,-30
254498,WATER,6,1,-43
254705,WATER,76,1,-26
254911,WATER,70,1,-26
255116,WATER,58,1,-30
255322,WATER,50,1,-32
255527,WATER,32,1,-36
255733,WATER,26,1,-30
255939,WATER,18,1,-30
256144,WATER,6,1,-43
256258,WATER,76,2,-25
256537,WATER,70,2,-27
256754,WATER,58,1,-30
256960,WATER,50,2,-31
257165,WATER,32,1,-36
257371,WATER,26,1,-30
257576,WATER,18,1,-31
257782,WATER,6,1,-44
257979,WATER,76,1,-25
258184,WATER,70,1,-27
258390,WATER,58,1,-29
258470,WATER,50,1,-29
258593,WATER,32,2,-36
258798,WATER,26,1,-31
259003,WATER,18,1,-30
259209,WATER,6,1,-43
259416,WATER,76,1,-26
259622,WATER,70,1,-27
259828,WATER,58,2,-30
260033,WATER,50,2,-32
260240,WATER,32,1,-36
260445,WATER,26,2,-30
260630,WATER,18,1,-30
260846,WATER,6,1,-43
261011,WATER,76,1,-43
261259,WATER,70,1,-26
261464,WATER,58,1,-29
261670,WATER,50,1,-31
261875,WATER,32,2,-37
262081,WATER,26,1,-31
262287,WATER,18,1,-30
262493,WATER,6,1,-44
262690,WATER,76,1,-26
262895,WATER,70,1,-26
263101,WATER,58,1,-29
263306,WATER,50,1,-32
263512,WATER,32,1,-37
263717,WATER,26,1,-31
263923,WATER,18,1,-31
264128,WATER,6,1,-43
264263,WATER,76,1,-43
264541,WATER,70,1,-27
264736,WATER,58,1,-30
264942,WATER,50,1,-32
265148,WATER,32,1,-36
265353,WATER,26,2,-30
265559,WATER,18,1,-30
265764,WATER,6,1,-43
265971,WATER,76,1,-26
266177,WATER,70,1,-26
266383,WATER,58,1,-29
266589,WATER,50,1,-31
266784,WATER,32,2,-37
266990,WATER,26,1,-30
267196,WATER,18,1,-31
267402,WATER,6,1,-43
267517,WATER,76,3,-43
267597,WATER,70,1,-26
267813,WATER,58,1,-29
268019,WATER,50,2,-31
268224,WATER,32,1,-37
268430,WATER,26,2,-31
268636,WATER,18,1,-30
268841,WATER,6,1,-44
269018,WATER,76,1,-44
269246,WATER,70,2,-26
269451,WATER,58,2,-30
567847,Water90Gelatin10,26,1,-36
568052,Water90Gelatin10,18,1,-36
568248,Water90Gelatin10,6,1,-49
568361,Water90Gelatin10,76,1,-49
568462,Water90Gelatin10,70,1,-31
568668,Water90Gelatin10,58,1,-35
568759,Water90Gelatin10,50,2,-37
568871,Water90Gelatin10,32,2,-42
569077,Water90Gelatin10,26,1,-36
569282,Water90Gelatin10,18,2,-35
569478,Water90Gelatin10,6,1,-48
569612,Water90Gelatin10,76,1,-48
569891,Water90Gelatin10,70,1,-32
570096,Water90Gelatin10,58,1,-35
570302,Water90Gelatin10,50,1,-36
570507,Water90Gelatin10,32,1,-42
570713,Water90Gelatin10,26,2,-36
570919,Water90Gelatin10,18,1,-36
571124,Water90Gelatin10,6,1,-49
571311,Water90Gelatin10,76,1,-30
571527,Water90Gelatin10,70,1,-31
571733,Water90Gelatin10,58,2,-34
571938,Water90Gelatin10,50,1,-36
572144,Water90Gelatin10,32,1,-42
572349,Water90Gelatin10,26,1,-35
572554,Water90Gelatin10,18,1,-36
572750,Water90Gelatin10,6,1,-48
572863,Water90Gelatin10,76,1,-30
572964,Water90Gelatin10,70,1,-31
573170,Water90Gelatin10,58,1,-36
573375,Water90Gelatin10,50,1,-38
573581,Water90Gelatin10,32,1,-41
573787,Water90Gelatin10,26,2,-35
573992,Water90Gelatin10,18,1,-37
574188,Water90Gelatin10,6,2,-48
574354,Water90Gelatin10,76,2,-48
574601,Water90Gelatin10,70,1,-31
574806,Water90Gelatin10,58,1,-36
575012,Water90Gelatin10,50,1,-37
575218,Water90Gelatin10,32,1,-41
575423,Water90Gelatin10,26,1,-35
575629,Water90Gelatin10,18,1,-36
575834,Water90Gelatin10,6,1,-49
576031,Water90Gelatin10,76,1,-30
576237,Water90Gelatin10,70,1,-32
576442,Water90Gelatin10,58,1,-35
576648,Water90Gelatin10,50,1,-36
576853,Water90Gelatin10,32,1,-43
577058,Water90Gelatin10,26,1,-36
577264,Water90Gelatin10,18,1,-35
577469,Water90Gelatin10,6,1,-49
577614,Water90Gelatin10,76,1,-49
577883,Water90Gelatin10,70,1,-31
578088,Water90Gelatin10,58,1,-35
578294,Water90Gelatin10,50,2,-37
578489,Water90Gelatin10,32,1,-42
578695,Water90Gelatin10,26,2,-37
578900,Water90Gelatin10,18,1,-36
579106,Water90Gelatin10,6,1,-49
579313,Water90Gelatin10,76,1,-30
579519,Water90Gelatin10,70,2,-31
579725,Water90Gelatin10,58,1,-35
579930,Water90Gelatin10,50,1,-36
580136,Water90Gelatin10,32,1,-41
580342,Water90Gelatin10,26,2,-36
580537,Water90Gelatin10,18,1,-36
580742,Water90Gelatin10,6,1,-49
580867,Water90Gelatin10,76,2,-49
581156,Water90Gelatin10,70,1,-32
581362,Water90Gelatin10,58,1,-35
581568,Water90Gelatin10,50,1,-38
581773,Water90Gelatin10,32,1,-41
581979,Water90Gelatin10,26,1,-36
582184,Water90Gelatin10,18,1,-37
582380,Water90Gelatin10,6,2,-49
582587,Water90Gelatin10,76,1,-30
582793,Water90Gelatin10,70,1,-31
582998,Water90Gelatin10,58,1,-36
583204,Water90Gelatin10,50,1,-37
583409,Water90Gelatin10,32,1,-42
583615,Water90Gelatin10,26,1,-37
583820,Water90Gelatin10,18,1,-35
584026,Water90Gelatin10,6,1,-49
584119,Water90Gelatin10,76,1,-30
584220,Water90Gelatin10,70,1,-32
584436,Water90Gelatin10,58,2,-35
584641,Water90Gelatin10,50,2,-37
584847,Water90Gelatin10,32,1,-42
585054,Water90Gelatin10,26,3,-36
585249,Water90Gelatin10,18,1,-36
585444,Water90Gelatin10,6,1,-49
585610,Water90Gelatin10,76,2,-49
585868,Water90Gelatin10,70,1,-32
586073,Water90Gelatin10,58,1,-36
586279,Water90Gelatin10,50,1,-36
586484,Water90Gelatin10,32,1,-42
586690,Water90Gelatin10,26,1,-36
586895,Water90Gelatin10,18,1,-36
587091,Water90Gelatin10,6,1,-49
587298,Water90Gelatin10,76,1,-30
587504,Water90Gelatin10,70,2,-31
587709,Water90Gelatin10,58,1,-35
587915,Water90Gelatin10,50,1,-36
588120,Water90Gelatin10,32,1,-42
588326,Water90Gelatin10,26,1,-36
588531,Water90Gelatin10,18,1,-36
588737,Water90Gelatin10,6,1,-49
588862,Water90Gelatin10,76,2,-49
589140,Water90Gelatin10,70,1,-32
589346,Water90Gelatin10,58,2,-36
589552,Water90Gelatin10,50,1,-36
589757,Water90Gelatin10,32,1,-43
589963,Water90Gelatin10,26,1,-37
590168,Water90Gelatin10,18,1,-35
590373,Water90Gelatin10,6,1,-48
590571,Water90Gelatin10,76,1,-30
590787,Water90Gelatin10,70,2,-31
590982,Water90Gelatin10,58,2,-35
591187,Water90Gelatin10,50,1,-36
591393,Water90Gelatin10,32,2,-42
591598,Water90Gelatin10,26,1,-36
591804,Water90Gelatin10,18,1,-36
592009,Water90Gelatin10,6,1,-49
592102,Water90Gelatin10,76,1,-49
592203,Water90Gelatin10,70,2,-32
592419,Water90Gelatin10,58,1,-34
592625,Water90Gelatin10,50,2,-37
592832,Water90Gelatin10,32,3,-42
593028,Water90Gelatin10,26,2,-36
593244,Water90Gelatin10,18,2,-36
593439,Water90Gelatin10,6,1,-49
593616,Water90Gelatin10,76,2,-49
593852,Water90Gelatin10,70,1,-32
594058,Water90Gelatin10,58,1,-35
594263,Water90Gelatin10,50,1,-38
594469,Water90Gelatin10,32,1,-42
594674,Water90Gelatin10,26,1,-36
594880,Water90Gelatin10,18,1,-36
595086,Water90Gelatin10,6,2,-48
595272,Water90Gelatin10,76,1,-30
595479,Water90Gelatin10,70,2,-31
595695,Water90Gelatin10,58,1,-35
595900,Water90Gelatin10,50,1,-36
595991,Water90Gelatin10,32,2,-42
596102,Water90Gelatin10,26,1,-35
596308,Water90Gelatin10,18,1,-36
596503,Water90Gelatin10,6,2,-49
596617,Water90Gelatin10,76,1,-49
596718,Water90Gelatin10,70,1,-31
596923,Water90Gelatin10,58,1,-35
597129,Water90Gelatin10,50,2,-35
597334,Water90Gelatin10,32,1,-41
597539,Water90Gelatin10,26,1,-36
597745,Water90Gelatin10,18,2,-36
597951,Water90Gelatin10,6,1,-49
598117,Water90Gelatin10,76,1,-49
598364,Water90Gelatin10,70,1,-31
598569,Water90Gelatin10,58,1,-36
598765,Water90Gelatin10,50,1,-37
598970,Water90Gelatin10,32,2,-42
599176,Water90Gelatin10,26,1,-36
599382,Water90Gelatin10,18,2,-36
599587,Water90Gelatin10,6,1,-49
599784,Water90Gelatin10,76,1,-31
600001,Water90Gelatin10,70,2,-31
600165,Water90Gelatin10,58,1,-31
600413,Water90Gelatin10,50,2,-37
600607,Water90Gelatin10,32,1,-42
600813,Water90Gelatin10,26,1,-36
601022,Water90Gelatin10,18,4,-36
601217,Water90Gelatin10,6,1,-49
601373,Water90Gelatin10,76,2,-49
601642,Water90Gelatin10,70,2,-32
601837,Water90Gelatin10,58,1,-35
602042,Water90Gelatin10,50,1,-36
602248,Water90Gelatin10,32,1,-42
602454,Water90Gelatin10,26,1,-36
602659,Water90Gelatin10,18,1,-36
602854,Water90Gelatin10,6,1,-49
603072,Water90Gelatin10,76,1,-30
603277,Water90Gelatin10,70,2,-32
603483,Water90Gelatin10,58,1,-35
603688,Water90Gelatin10,50,1,-37
603894,Water90Gelatin10,32,2,-42
604089,Water90Gelatin10,26,1,-36
604294,Water90Gelatin10,18,1,-36
604500,Water90Gelatin10,6,1,-49
604625,Water90Gelatin10,76,1,-49
604913,Water90Gelatin10,70,1,-31
605119,Water90Gelatin10,58,1,-35
605325,Water90Gelatin10,50,2,-37
605530,Water90Gelatin10,32,1,-42
605736,Water90Gelatin10,26,1,-35
605941,Water90Gelatin10,18,1,-36
606137,Water90Gelatin10,6,2,-49
606344,Water90Gelatin10,76,1,-30
606550,Water90Gelatin10,70,1,-31
606755,Water90Gelatin10,58,1,-34
606961,Water90Gelatin10,50,1,-36
607166,Water90Gelatin10,32,1,-42
607372,Water90Gelatin10,26,2,-36
607578,Water90Gelatin10,18,2,-36
607783,Water90Gelatin10,6,2,-49
607876,Water90Gelatin10,76,1,-30
607977,Water90Gelatin10,70,1,-32
608193,Water90Gelatin10,58,1,-35
608399,Water90Gelatin10,50,1,-37
608604,Water90Gelatin10,32,1,-42
608810,Water90Gelatin10,26,1,-35
609005,Water90Gelatin10,18,1,-36
609210,Water90Gelatin10,6,1,-49
609376,Water90Gelatin10,76,1,-49
609623,Water90Gelatin10,70,1,-31
609829,Water90Gelatin10,58,1,-35
610034,Water90Gelatin10,50,1,-37
610240,Water90Gelatin10,32,1,-42
610445,Water90Gelatin10,26,1,-36
610651,Water90Gelatin10,18,1,-36
610741,Water90Gelatin10,6,2,-49
610855,Water90Gelatin10,76,1,-30
611061,Water90Gelatin10,70,1,-31
611266,Water90Gelatin10,58,1,-35
611472,Water90Gelatin10,50,2,-37
611667,Water90Gelatin10,32,1,-41
611873,Water90Gelatin10,26,2,-35
612079,Water90Gelatin10,18,1,-36
612274,Water90Gelatin10,6,2,-48
612388,Water90Gelatin10,76,1,-30
612489,Water90Gelatin10,70,2,-32
612694,Water90Gelatin10,58,1,-35
612900,Water90Gelatin10,50,2,-36
613106,Water90Gelatin10,32,1,-41
613311,Water90Gelatin10,26,1,-36
613517,Water90Gelatin10,18,1,-36
613722,Water90Gelatin10,6,1,-49
613877,Water90Gelatin10,76,1,-49
614125,Water90Gelatin10,70,1,-32
614330,Water90Gelatin10,58,1,-35
614536,Water90Gelatin10,50,1,-37
614741,Water90Gelatin10,32,1,-42
1027109,Water25Gelatin75,32,1,-33
1027210,Water25Gelatin75,26,1,-27
