timeStamp,Material,TxPower,RTT,RSSI
1027415,Water25Gelatin75,18,1,-26
1027621,Water25Gelatin75,6,1,-40
1027765,Water25Gelatin75,76,1,-40
1028023,Water25Gelatin75,70,1,-23
1028229,Water25Gelatin75,58,1,-26
1028434,Water25Gelatin75,50,1,-29
1028640,Water25Gelatin75,32,1,-32
1028845,Water25Gelatin75,26,1,-27
1029051,Water25Gelatin75,18,1,-27
1029256,Water25Gelatin75,6,1,-40
1029463,Water25Gelatin75,76,1,-23
1029669,Water25Gelatin75,70,2,-24
1029874,Water25Gelatin75,58,1,-27
1030080,Water25Gelatin75,50,1,-28
1030285,Water25Gelatin75,32,1,-33
1030480,Water25Gelatin75,26,1,-27
1030686,Water25Gelatin75,18,1,-27
1030893,Water25Gelatin75,6,3,-40
1031017,Water25Gelatin75,76,1,-40
1031306,Water25Gelatin75,70,1,-24
1031512,Water25Gelatin75,58,1,-26
1031717,Water25Gelatin75,50,1,-28
1031923,Water25Gelatin75,32,1,-32
1032128,Water25Gelatin75,26,1,-27
1032334,Water25Gelatin75,18,1,-27
1032529,Water25Gelatin75,6,2,-40
1032737,Water25Gelatin75,76,2,-22
1032943,Water25Gelatin75,70,1,-23
1033148,Water25Gelatin75,58,1,-26
1033354,Water25Gelatin75,50,2,-28
1033559,Water25Gelatin75,32,1,-33
1033765,Water25Gelatin75,26,1,-26
1033972,Water25Gelatin75,18,3,-27
1034167,Water25Gelatin75,6,2,-39
1034281,Water25Gelatin75,76,2,-22
1034372,Water25Gelatin75,70,1,-23
1034577,Water25Gelatin75,58,1,-27
1034783,Water25Gelatin75,50,1,-28
1034988,Water25Gelatin75,32,1,-33
1035194,Water25Gelatin75,26,2,-27
1035400,Water25Gelatin75,18,2,-27
1035597,Water25Gelatin75,6,3,-40
1035815,Water25Gelatin75,76,1,-23
1036010,Water25Gelatin75,70,1,-23
1036215,Water25Gelatin75,58,1,-26
1036421,Water25Gelatin75,50,1,-28
1036626,Water25Gelatin75,32,1,-33
1036832,Water25Gelatin75,26,1,-26
1037037,Water25Gelatin75,18,1,-26
1037243,Water25Gelatin75,6,2,-40
1037450,Water25Gelatin75,76,1,-23
1037656,Water25Gelatin75,70,1,-23
1037861,Water25Gelatin75,58,1,-26
1038066,Water25Gelatin75,50,1,-28
1038272,Water25Gelatin75,32,1,-33
1038477,Water25Gelatin75,26,1,-27
1038673,Water25Gelatin75,18,2,-27
1038878,Water25Gelatin75,6,1,-40
1039023,Water25Gelatin75,76,1,-40
1039291,Water25Gelatin75,70,1,-24
1039497,Water25Gelatin75,58,1,-26
1039702,Water25Gelatin75,50,2,-28
1039908,Water25Gelatin75,32,1,-33
1040113,Water25Gelatin75,26,1,-27
1040319,Water25Gelatin75,18,1,-27
1040525,Water25Gelatin75,6,1,-40
1040722,Water25Gelatin75,76,1,-23
1040927,Water25Gelatin75,70,1,-23
1041133,Water25Gelatin75,58,1,-26
1041338,Water25Gelatin75,50,1,-28
1041544,Water25Gelatin75,32,2,-32
1041749,Water25Gelatin75,26,1,-27
1041955,Water25Gelatin75,18,1,-27
1042160,Water25Gelatin75,6,2,-39
1042263,Water25Gelatin75,76,1,-39
1042364,Water25Gelatin75,70,2,-24
1042570,Water25Gelatin75,58,1,-26
1042775,Water25Gelatin75,50,1,-28
1042981,Water25Gelatin75,32,1,-32
1043186,Water25Gelatin75,26,1,-26
1043277,Water25Gelatin75,18,1,-27
1043388,Water25Gelatin75,6,1,-40
1043523,Water25Gelatin75,76,2,-40
1043802,Water25Gelatin75,70,1,-24
1044007,Water25Gelatin75,58,1,-26
1044202,Water25Gelatin75,50,1,-28
1044408,Water25Gelatin75,32,1,-32
1044613,Water25Gelatin75,26,2,-27
1044819,Water25Gelatin75,18,2,-26
1045025,Water25Gelatin75,6,1,-40
1045232,Water25Gelatin75,76,1,-22
1045438,Water25Gelatin75,70,2,-24
1045529,Water25Gelatin75,58,2,-26
1045641,Water25Gelatin75,50,2,-28
1045847,Water25Gelatin75,32,2,-33
1046052,Water25Gelatin75,26,1,-27
1046257,Water25Gelatin75,18,1,-27
1046463,Water25Gelatin75,6,2,-40
1046566,Water25Gelatin75,76,1,-22
1046667,Water25Gelatin75,70,1,-24
1046873,Water25Gelatin75,58,1,-26
1047078,Water25Gelatin75,50,2,-28
1047284,Water25Gelatin75,32,1,-34
1047489,Water25Gelatin75,26,1,-27
1047685,Water25Gelatin75,18,2,-27
1047775,Water25Gelatin75,6,1,-40
1047890,Water25Gelatin75,76,1,-23
1048095,Water25Gelatin75,70,1,-23
1048301,Water25Gelatin75,58,1,-26
1048506,Water25Gelatin75,50,1,-28
1048712,Water25Gelatin75,32,1,-32
1048917,Water25Gelatin75,26,2,-26
1049123,Water25Gelatin75,18,1,-27
1049328,Water25Gelatin75,6,1,-40
1049526,Water25Gelatin75,76,1,-23
1049732,Water25Gelatin75,70,1,-23
1049931,Water25Gelatin75,58,5,-26
1050021,Water25Gelatin75,50,1,-26
1050143,Water25Gelatin75,32,1,-33
1050349,Water25Gelatin75,26,1,-27
1050554,Water25Gelatin75,18,1,-26
1050760,Water25Gelatin75,6,1,-40
1050968,Water25Gelatin75,76,1,-22
1051173,Water25Gelatin75,70,2,-23
1051379,Water25Gelatin75,58,1,-27
1051584,Water25Gelatin75,50,1,-28
1051790,Water25Gelatin75,32,1,-32
1051985,Water25Gelatin75,26,1,-26
1052191,Water25Gelatin75,18,2,-27
1052396,Water25Gelatin75,6,1,-40
1052521,Water25Gelatin75,76,2,-40
1052810,Water25Gelatin75,70,1,-23
1053015,Water25Gelatin75,58,1,-26
1053221,Water25Gelatin75,50,1,-28
1053426,Water25Gelatin75,32,2,-33
1053632,Water25Gelatin75,26,1,-26
1053837,Water25Gelatin75,18,1,-27
1054043,Water25Gelatin75,6,1,-40
1054230,Water25Gelatin75,76,1,-22
1054437,Water25Gelatin75,70,3,-23
1054653,Water25Gelatin75,58,2,-26
1054858,Water25Gelatin75,50,1,-28
1055063,Water25Gelatin75,32,1,-32
1055259,Water25Gelatin75,26,1,-27
1055350,Water25Gelatin75,18,2,-27
1055462,Water25Gelatin75,6,2,-40
1055576,Water25Gelatin75,76,1,-22
1055677,Water25Gelatin75,70,2,-24
1055882,Water25Gelatin75,58,1,-27
1056088,Water25Gelatin75,50,1,-28
1056293,Water25Gelatin75,32,1,-33
1056499,Water25Gelatin75,26,2,-27
1056705,Water25Gelatin75,18,1,-27
1056910,Water25Gelatin75,6,1,-40
1057013,Water25Gelatin75,76,1,-40
1057104,Water25Gelatin75,70,1,-24
1057309,Water25Gelatin75,58,1,-26
1057515,Water25Gelatin75,50,1,-28
1057720,Water25Gelatin75,32,1,-33
1057926,Water25Gelatin75,26,2,-27
1058131,Water25Gelatin75,18,1,-27
1058337,Water25Gelatin75,6,1,-40
1058524,Water25Gelatin75,76,2,-40
1058741,Water25Gelatin75,70,2,-23
1058956,Water25Gelatin75,58,1,-27
1059166,Water25Gelatin75,50,5,-27
1059361,Water25Gelatin75,32,1,-33
1059566,Water25Gelatin75,26,1,-26
1059771,Water25Gelatin75,18,1,-26
1059977,Water25Gelatin75,6,1,-40
1060185,Water25Gelatin75,76,2,-21
1060390,Water25Gelatin75,70,1,-22
1060596,Water25Gelatin75,58,1,-26
1060801,Water25Gelatin75,50,1,-27
1060997,Water25Gelatin75,32,1,-31
1061202,Water25Gelatin75,26,1,-27
1061408,Water25Gelatin75,18,1,-27
1061613,Water25Gelatin75,6,2,-38
1061821,Water25Gelatin75,76,1,-22
1062027,Water25Gelatin75,70,1,-22
1062232,Water25Gelatin75,58,2,-26
1062438,Water25Gelatin75,50,2,-27
1062644,Water25Gelatin75,32,1,-31
1062849,Water25Gelatin75,26,1,-26
1063044,Water25Gelatin75,18,1,-26
1063250,Water25Gelatin75,6,1,-39
1063457,Water25Gelatin75,76,1,-21
1063663,Water25Gelatin75,70,2,-23
1063868,Water25Gelatin75,58,1,-25
1064074,Water25Gelatin75,50,1,-27
1064279,Water25Gelatin75,32,1,-31
1064485,Water25Gelatin75,26,1,-26
1064690,Water25Gelatin75,18,1,-26
1064896,Water25Gelatin75,6,2,-38
1065032,Water25Gelatin75,76,3,-38
1065300,Water25Gelatin75,70,1,-22
1065506,Water25Gelatin75,58,1,-25
1065711,Water25Gelatin75,50,1,-27
1065917,Water25Gelatin75,32,2,-31
1066122,Water25Gelatin75,26,1,-26
1066328,Water25Gelatin75,18,1,-26
1066533,Water25Gelatin75,6,1,-37
1066720,Water25Gelatin75,76,1,-21
1066937,Water25Gelatin75,70,2,-22
1067027,Water25Gelatin75,58,1,-25
1067139,Water25Gelatin75,50,1,-27
1067335,Water25Gelatin75,32,2,-32
1067551,Water25Gelatin75,26,2,-26
1067756,Water25Gelatin75,18,1,-26
1067962,Water25Gelatin75,6,1,-38
1068065,Water25Gelatin75,76,1,-21
1068166,Water25Gelatin75,70,1,-22
1068371,Water25Gelatin75,58,1,-25
1068577,Water25Gelatin75,50,2,-27
1068782,Water25Gelatin75,32,1,-32
1068988,Water25Gelatin75,26,1,-25
1069194,Water25Gelatin75,18,2,-26
1069286,Water25Gelatin75,6,4,-39
1069400,Water25Gelatin75,76,2,-21
1069606,Water25Gelatin75,70,1,-23
1069812,Water25Gelatin75,58,1,-25
1070017,Water25Gelatin75,50,1,-27
1070223,Water25Gelatin75,32,2,-32
1070418,Water25Gelatin75,26,2,-27
1070624,Water25Gelatin75,18,1,-27
1070829,Water25Gelatin75,6,1,-38
1071027,Water25Gelatin75,76,2,-21
1071233,Water25Gelatin75,70,2,-23
1071449,Water25Gelatin75,58,2,-25
1071540,Water25Gelatin75,50,2,-27
1071651,Water25Gelatin75,32,1,-32
1071857,Water25Gelatin75,26,1,-26
1072062,Water25Gelatin75,18,1,-26
1072268,Water25Gelatin75,6,2,-39
1072455,Water25Gelatin75,76,1,-21
1072671,Water25Gelatin75,70,1,-22
1072876,Water25Gelatin75,58,1,-25
1073082,Water25Gelatin75,50,1,-27
1102473,Water25gelatin75,32,1,-34
1102574,Water25gelatin75,26,2,-27
1102780,Water25gelatin75,18,1,-27
1102985,Water25gelatin75,6,1,-40
1103089,Water25gelatin75,76,2,-23
1103191,Water25gelatin75,70,2,-24
1103396,Water25gelatin75,58,1,-26
1103602,Water25gelatin75,50,1,-28
1103807,Water25gelatin75,32,1,-34
1104013,Water25gelatin75,26,1,-27
1104218,Water25gelatin75,18,1,-27
1104413,Water25gelatin75,6,1,-40
1104537,Water25gelatin75,76,1,-40
1104826,Water25gelatin75,70,1,-23
1105024,Water25gelatin75,58,3,-26
1105240,Water25gelatin75,50,2,-28
1105445,Water25gelatin75,32,1,-33
1105537,Water25gelatin75,26,2,-27
1105648,Water25gelatin75,18,1,-28
1105854,Water25gelatin75,6,1,-40
1106052,Water25gelatin75,76,1,-22
1106257,Water25gelatin75,70,1,-23
1106463,Water25gelatin75,58,2,-26
1106669,Water25gelatin75,50,2,-28
1106874,Water25gelatin75,32,1,-32
1107080,Water25gelatin75,26,1,-27
1107285,Water25gelatin75,18,1,-28
1107491,Water25gelatin75,6,1,-41
1107698,Water25gelatin75,76,1,-22
1107790,Water25gelatin75,70,2,-24
1107901,Water25gelatin75,58,2,-26
1108107,Water25gelatin75,50,2,-28
1108312,Water25gelatin75,32,1,-34
1108519,Water25gelatin75,26,1,-27
1108724,Water25gelatin75,18,2,-27
1108919,Water25gelatin75,6,1,-40
1109043,Water25gelatin75,76,1,-40
1109332,Water25gelatin75,70,1,-24
1109537,Water25gelatin75,58,1,-26
1109743,Water25gelatin75,50,1,-29
1109948,Water25gelatin75,32,1,-33
1110154,Water25gelatin75,26,1,-28
1110359,Water25gelatin75,18,1,-28
1110565,Water25gelatin75,6,2,-40
1110762,Water25gelatin75,76,1,-22
1110968,Water25gelatin75,70,1,-24
1111173,Water25gelatin75,58,1,-27
1111378,Water25gelatin75,50,1,-29
1111584,Water25gelatin75,32,1,-34
1111790,Water25gelatin75,26,2,-27
1111997,Water25gelatin75,18,3,-27
1112202,Water25gelatin75,6,1,-41
1112306,Water25gelatin75,76,2,-23
1112407,Water25gelatin75,70,1,-24
1112612,Water25gelatin75,58,1,-27
1112818,Water25gelatin75,50,2,-28
1113023,Water25gelatin75,32,1,-34
1113229,Water25gelatin75,26,2,-27
1113435,Water25gelatin75,18,1,-27
1113630,Water25gelatin75,6,1,-40
1113795,Water25gelatin75,76,1,-40
1114042,Water25gelatin75,70,1,-24
1114248,Water25gelatin75,58,1,-26
1114454,Water25gelatin75,50,1,-28
1114659,Water25gelatin75,32,1,-34
1114865,Water25gelatin75,26,1,-27
1115070,Water25gelatin75,18,1,-28
1115275,Water25gelatin75,6,1,-41
1115472,Water25gelatin75,76,1,-23
1115678,Water25gelatin75,70,1,-24
1115883,Water25gelatin75,58,1,-27
1116089,Water25gelatin75,50,1,-28
1116294,Water25gelatin75,32,1,-34
1116500,Water25gelatin75,26,2,-28
1116705,Water25gelatin75,18,1,-27
1116911,Water25gelatin75,6,1,-41
1117046,Water25gelatin75,76,1,-41
1117325,Water25gelatin75,70,1,-24
1117530,Water25gelatin75,58,1,-27
1117735,Water25gelatin75,50,1,-28
1117930,Water25gelatin75,32,1,-34
1118136,Water25gelatin75,26,1,-27
1118341,Water25gelatin75,18,1,-28
1118547,Water25gelatin75,6,1,-41
1118754,Water25gelatin75,76,1,-23
1118960,Water25gelatin75,70,1,-24
1119165,Water25gelatin75,58,2,-26
1119371,Water25gelatin75,50,1,-28
1119576,Water25gelatin75,32,2,-34
1119782,Water25gelatin75,26,1,-27
1119987,Water25gelatin75,18,1,-27
1120193,Water25gelatin75,6,1,-41
1120380,Water25gelatin75,76,1,-23
1120596,Water25gelatin75,70,1,-24
1120802,Water25gelatin75,58,2,-26
1121007,Water25gelatin75,50,1,-28
1121213,Water25gelatin75,32,1,-34
1121418,Water25gelatin75,26,1,-28
1121624,Water25gelatin75,18,1,-28
1121829,Water25gelatin75,6,1,-40
1122026,Water25gelatin75,76,1,-23
1122232,Water25gelatin75,70,2,-24
1122437,Water25gelatin75,58,1,-27
1122643,Water25gelatin75,50,1,-28
1122849,Water25gelatin75,32,2,-34
1123054,Water25gelatin75,26,1,-27
1123260,Water25gelatin75,18,1,-28
1123465,Water25gelatin75,6,1,-41
1123559,Water25gelatin75,76,3,-23
1123671,Water25gelatin75,70,1,-24
1123876,Water25gelatin75,58,2,-26
1124082,Water25gelatin75,50,1,-29
1124287,Water25gelatin75,32,1,-34
1124493,Water25gelatin75,26,1,-28
1124698,Water25gelatin75,18,2,-28
1124893,Water25gelatin75,6,1,-41
1125039,Water25gelatin75,76,2,-41
1125307,Water25gelatin75,70,1,-24
1125513,Water25gelatin75,58,1,-26
1125718,Water25gelatin75,50,2,-29
1125924,Water25gelatin75,32,1,-34
1126129,Water25gelatin75,26,2,-27
1126335,Water25gelatin75,18,1,-27
1126540,Water25gelatin75,6,1,-41
1126737,Water25gelatin75,76,1,-23
1126942,Water25gelatin75,70,1,-24
1127148,Water25gelatin75,58,1,-27
1127353,Water25gelatin75,50,1,-29
1127562,Water25gelatin75,32,4,-34
1127767,Water25gelatin75,26,1,-27
1127972,Water25gelatin75,18,1,-27
1128178,Water25gelatin75,6,2,-41
1128292,Water25gelatin75,76,1,-41
1128581,Water25gelatin75,70,1,-24
1128786,Water25gelatin75,58,1,-27
1128992,Water25gelatin75,50,2,-28
1129198,Water25gelatin75,32,2,-33
1129404,Water25gelatin75,26,1,-27
1129610,Water25gelatin75,18,2,-28
1129815,Water25gelatin75,6,1,-41
1130012,Water25gelatin75,76,1,-23
1130218,Water25gelatin75,70,1,-24
1130424,Water25gelatin75,58,1,-27
1130629,Water25gelatin75,50,2,-28
1130835,Water25gelatin75,32,1,-34
1131040,Water25gelatin75,26,1,-27
1131246,Water25gelatin75,18,1,-27
1131451,Water25gelatin75,6,1,-41
1131554,Water25gelatin75,76,2,-23
1131655,Water25gelatin75,70,1,-24
1131861,Water25gelatin75,58,1,-27
1132067,Water25gelatin75,50,1,-29
1132272,Water25gelatin75,32,1,-34
1132478,Water25gelatin75,26,2,-28
1132683,Water25gelatin75,18,1,-28
1132889,Water25gelatin75,6,1,-41
1133044,Water25gelatin75,76,1,-41
1133291,Water25gelatin75,70,1,-24
1133497,Water25gelatin75,58,1,-27
1133702,Water25gelatin75,50,1,-29
1133908,Water25gelatin75,32,1,-34
1134113,Water25gelatin75,26,1,-28
1134319,Water25gelatin75,18,1,-27
1134525,Water25gelatin75,6,1,-41
1134723,Water25gelatin75,76,1,-23
1134929,Water25gelatin75,70,1,-25
1135020,Water25gelatin75,58,1,-27
1135131,Water25gelatin75,50,2,-29
1135348,Water25gelatin75,32,2,-34
1135543,Water25gelatin75,26,1,-28
1135748,Water25gelatin75,18,1,-27
1135954,Water25gelatin75,6,1,-41
1136057,Water25gelatin75,76,2,-23
1136158,Water25gelatin75,70,2,-24
1136364,Water25gelatin75,58,2,-26
1136569,Water25gelatin75,50,1,-28
1136775,Water25gelatin75,32,1,-34
1136981,Water25gelatin75,26,1,-28
1137186,Water25gelatin75,18,1,-28
1137277,Water25gelatin75,6,2,-41
1137380,Water25gelatin75,76,1,-23
1137587,Water25gelatin75,70,3,-24
1137803,Water25gelatin75,58,2,-26
1138009,Water25gelatin75,50,1,-28
1138214,Water25gelatin75,32,1,-34
1138420,Water25gelatin75,26,1,-28
1138618,Water25gelatin75,18,5,-28
1138824,Water25gelatin75,6,1,-41
1139024,Water25gelatin75,76,4,-23
1139220,Water25gelatin75,70,1,-24
1139436,Water25gelatin75,58,2,-27
1139527,Water25gelatin75,50,2,-28
1139638,Water25gelatin75,32,1,-34
1139834,Water25gelatin75,26,1,-27
1140049,Water25gelatin75,18,1,-28
1140161,Water25gelatin75,6,2,-28
1140297,Water25gelatin75,76,3,-23
1140461,Water25gelatin75,70,1,-24
1140667,Water25gelatin75,58,1,-27
1140872,Water25gelatin75,50,2,-29
1141078,Water25gelatin75,32,1,-34
1141283,Water25gelatin75,26,1,-28
1141489,Water25gelatin75,18,2,-28
1141694,Water25gelatin75,6,1,-41
1141798,Water25gelatin75,76,1,-41
1141899,Water25gelatin75,70,1,-24
1142104,Water25gelatin75,58,1,-26
1142310,Water25gelatin75,50,1,-28
1142515,Water25gelatin75,32,1,-33
1142721,Water25gelatin75,26,1,-28
1142916,Water25gelatin75,18,1,-27
1143112,Water25gelatin75,6,2,-41
1143288,Water25gelatin75,76,1,-41
1143535,Water25gelatin75,70,1,-24
1143740,Water25gelatin75,58,1,-27
1143946,Water25gelatin75,50,1,-28
1144036,Water25gelatin75,32,1,-33
1144148,Water25gelatin75,26,1,-27
1144354,Water25gelatin75,18,2,-27
1144559,Water25gelatin75,6,1,-41
1144766,Water25gelatin75,76,1,-23
1144971,Water25gelatin75,70,1,-25
1145177,Water25gelatin75,58,1,-27
1145383,Water25gelatin75,50,1,-29
1145588,Water25gelatin75,32,1,-33
1145783,Water25gelatin75,26,1,-28
1145988,Water25gelatin75,18,1,-27
1146194,Water25gelatin75,6,2,-41
1146297,Water25gelatin75,76,1,-41
1146398,Water25gelatin75,70,1,-24
1146603,Water25gelatin75,58,1,-27
1146809,Water25gelatin75,50,1,-29
1147014,Water25gelatin75,32,1,-34
1147220,Water25gelatin75,26,1,-27
1147425,Water25gelatin75,18,1,-28
1147631,Water25gelatin75,6,1,-41
1147839,Water25gelatin75,76,1,-23
1148044,Water25gelatin75,70,1,-24
1148250,Water25gelatin75,58,1,-26
1148455,Water25gelatin75,50,2,-29
